Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,37.0,00:04:54.290,یہ وہاں ہو سکتا ہے.,That may be in there.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,38.0,00:05:03.910,یہاں بھی نہیں۔,Not here as well.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,39.0,00:05:08.070,میں نے وہ ماں کو دیا۔  مجھے الماری چیک کرنے دو۔,I gave that to mom. Let me check the closet.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,40.0,00:05:32.800,ماں سب کچھ یہاں رکھ دیتی ہے۔,Mom puts everything here.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,41.0,00:05:38.150,یہ میری غلطی ہے۔  میں چیزیں ایک جگہ رکھتا ہوں لیکن دوسری جگہ تلاش کرتا ہوں۔,It's my mistake. I put things at one place but search those at other place.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,42.0,00:05:45.730,بہت دیر ہو گئی لیکن حمزہ نہیں آیا۔  مجھے دیر ہو جائے گی۔,It's too late but Hamza didn't come. I will be late.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,43.0,00:05:50.220,جلدی سے تیار ہو جاؤ۔,Get ready quickly.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,44.0,00:05:54.930,بتاؤ کیا کر رہے ہو؟,Tell me what are you doing?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,45.0,00:05:59.020,لیکن لڑنا اچھا کام نہیں ہے۔  ذرا اوپر دیکھو۔,But fighting is not a good thing to do. Just look up.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,46.0,00:06:04.420,ذرا اوپر دیکھو میرے عزیز۔  ہاں۔,Just look up my dear. Yeah.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,47.0,00:06:07.870,ہم لڑائی نہیں کریں گے۔  ہم اچھے بچے ہیں اس لیے تیار ہو کر سکول جائیں گے۔  ٹھیک ہے؟,We won't do fighting. We are good children so we will get ready and go to school. Right?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,48.0,00:06:15.220,ماما کو چومو۔,Kiss mama.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,49.0,00:06:16.770,میرے پیارے بچے۔,My dear child.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,50.0,00:06:18.040,حریم اٹھو۔  جلدی کرو۔,"Hareem, get up. Hurry up."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,51.0,00:06:20.420,چلو اٹھو میرے بچے۔  کیا آپ سکول جانے کے موڈ میں نہیں ہیں؟,Come on get up my child. Aren't you in a mood to go to school?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,52.0,00:06:24.130,حریم، کیا بات ہے میرے بچے,"Hareem, what's the matter my child"
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,53.0,00:06:26.890,اسے بخار ہے۔,She has fever.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,54.0,00:06:30.870,مجھے بہت تکلیف ہو رہی ہے۔,I am so much pain.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,55.0,00:06:33.750,تھوڑا سا لے لو.,Take a bit.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,56.0,00:06:36.000,میری پیاری بیٹی کو کیا ہوا؟  تمہیں اتنا تیز بخار کیوں ہے؟,What happened to my dear daughter? Why have you got such a high fever.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,57.0,00:06:38.800,میں بہت تکلیف میں ہوں۔,I am in so much pain.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,58.0,00:06:40.270,آپ کو درد محسوس ہو رہا ہے۔  ماں تمہیں دوائی دے گی اور میری پیاری شہزادی ٹھیک ہو جائے گی۔,You are feeling pain. Mom will give you medicine and my dear princess will be alright.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,59.0,00:06:48.580,اتنا تیز بخار۔,Such a high fever.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,60.0,00:06:50.200,تمہیں یہ بخار کیوں ہے؟  میرے پاس آؤ میری پیاری بیٹی۔  ماں  ماں,Why have you got this fever? Come to me my dear daughter.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,61.0,00:07:08.360,ماں,Mom
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,62.0,00:07:14.200,سلام۔,Greetings.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,63.0,00:07:18.530,تم یہاں کیا کر رہے ہو؟,What are you doing here?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,64.0,00:07:20.310,میں چائے بنا رہا ہوں۔,I am making tea.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,65.0,00:07:22.400,میں ایک کپ چائے بناؤں گا پھر انسولین کا انجیکشن لگانے کے بعد چائے پیوں گا تو میرا دن اچھا گزرے گا۔,I will make a cup of tea then I will take tea after injecting insulin then I will have a good day.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,66.0,00:07:27.490,کیا ثنایا نے تمہیں چائے نہیں دی؟,Didn't Sanaya give you tea?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,67.0,00:07:30.130,سنایا اور کیا کرے گی؟,What else Sanaya will do?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,68.0,00:07:33.330,کیا وہ اپنے بچوں، آپ، اس کے دفتر یا اس گھر کا خیال رکھے گی؟,"Will she take care of her children, you, her office or this house?"
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,69.0,00:07:38.020,اسے اپنی ساس کی ذمہ داری سے آزاد ہونے دو۔  بس چھوڑ دو اگر وہ مجھے چائے نہیں دے سکتی۔,Let her set free from her mother-in-law's responsibility. Just leave if she couldn't give me tea.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,70.0,00:07:44.330,تمہیں اس سے پوچھنا چاہیے تھا، وہ تمہارے لیے چائے بناتی۔,"You should have asked her, she would make tea for you."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,71.0,00:07:48.000,تم میری بات سنو، میرے لیے یہی کافی ہے۔,"You listen to me, it's enough for me."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,72.0,00:07:52.310,بس چھوڑو، تم کچھ نہیں کرو گے۔  میرے ساتھ چلو۔,"Just leave it, you won't do anything. Come with me."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,73.0,00:07:57.330,آیان۔,Ayan.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,74.0,00:08:00.420,یہ صرف ایک کپ چائے کے بارے میں ہے.  ایسا مت کرو۔  صبح سویرے بغیر کسی وجہ کے بحث ہوگی۔,It's only about a cup of tea. Don't do that. There will be an argument for no reason early morning.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,75.0,00:08:05.490,سنایا,Sanaya
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,76.0,00:08:07.470,ثنایا,Sanaya
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,77.0,00:08:09.800,ماں اپنی شہزادی کو دوائی دیں گی اور آپ بالکل ٹھیک ہو جائیں گی۔,Mom will give medicine to her princess and you will be absolutely fine.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,78.0,00:08:13.690,فکر نہ کرو میرے عزیز۔,Don't worry my dear.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,79.0,00:08:15.820,حریم اب کیسا محسوس کر رہی ہے؟,How is Hareem feeling now?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,80.0,00:08:17.670,کیا اس کا بخار اتر گیا؟  میں رات بھر اس کے لیے دعائیں کرتا رہا۔,Did her fever go down? I have been praying for her all night long.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,81.0,00:08:21.840,وہ بہتر ہے۔  ٹھیک ہے؟,She is better. Right?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,82.0,00:08:23.270,سنایا,Sanaya
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,83.0,00:08:26.530,امی آرہی ہیں۔  ٹھیک ہے,Mom is coming. OK
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,84.0,00:08:28.780,بس آرام کرو۔  میں آ رہا ہوں۔  ٹھیک ہے؟  تم ٹھیک ہو جاؤ گے۔,Just get relax. I am coming. OK? You will be fine.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,85.0,00:08:35.360,میں آ رہا ہوں۔  اس کا خیال رکھنا۔,I am coming. Take care of her.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,86.0,00:08:39.070,حریم تمہیں کیا ہوا ہے؟,Hareem what happened to you?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,87.0,00:08:40.510,میں نے اسے کئی بار کہا ہے کہ کپڑے تہہ کرو، پرندے ان کو گندے کرتے ہیں۔,"I have told her so many times to fold clothes, birds make these dirty."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,88.0,00:08:45.530,لیکن وہ میری بات نہیں سنتی۔,But she doesn't listen to me.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,89.0,00:08:50.600,فبیحہ۔  فبیحہ تم تیار ہو؟,"Fabiha. Fabiha, are you ready?"
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,90.0,00:08:55.070,فبیحہ، فبیحہ، فبیحہ۔  وہ صرف اس کی پرواہ کرتی ہے۔,"Fabiha, Fabiha, Fabiha. She only cares about her."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,91.0,00:08:58.090,وہ میرے بارے میں سوچتی بھی نہیں۔,She doesn't even think about me.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,92.0,00:08:59.690,میں اپنی امی کے گھر اپنی شادی کا انتظار کرتی رہوں گی۔  میں کبھی جہیز نہیں لوں گا اور نہ ہی شادی کروں گا۔,I will keep waiting for my marriage in my mom's house. I will never get dowry nor get married.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,93.0,00:09:06.310,بڑبڑانا بند کرو۔,Stop murmuring.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,94.0,00:09:07.780,جلدی سے ناشتہ کر لیں۔,Make breakfast quickly.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,95.0,00:09:09.490,ہاں، میں یہ کر رہا ہوں۔,"Yes, I am doing that."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,96.0,00:09:11.490,میں تم سب کو کھانا کھلانے کے سوا اور کیا کر سکتا ہوں۔,What else can I do except to feed all of you.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,97.0,00:09:17.530,مجھے اس بہن کو لینے دو۔,Let me take that sister.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,98.0,00:09:19.200,ہاں اسے پکڑو۔,"Yes, hold it."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,99.0,00:09:20.910,ورنہ ماں سارا دن پریشان رہے گی کہ اس کی کمانے والی بیٹی بغیر کھائے آفس چلی گئی۔,Otherwise mom will be worried for entire day that her earning daughter went to office without eating.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,100.0,00:09:24.950,اور میں یہاں ایک بوجھ کی طرح بیٹھا ہوں۔,And I am sitting here like a burden.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,101.0,00:09:28.090,اور آپ کو پریشان ہونے کی ضرورت نہیں میں حارث بھائی کے بارے میں امی سے بات کروں گا۔,"And you don't have to worry, I will talk to mom about brother Haris."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,102.0,00:09:31.000,فبیحہ، یہ معاملہ پچھلے پانچ سال سے زیر بحث ہے، اب فیصلہ ہو جائے گا، میں بتا رہی ہوں۔  جاؤ ناشتہ کر لو۔,"Fabiha, this matter is being discussed for the last five years, now the decision will be made, I am telling you. Go take your breakfast."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,103.0,00:09:43.240,جی ہاں,Yes.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,104.0,00:09:48.750,میں اس کے ارحم کے پاس گیا۔,I went to her Arham.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,105.0,00:09:50.290,لیکن ماں نے کہا کہ وہ سونا چاہتی ہے تو میں کیا کروں؟,But mom said that she wants to sleep then what would I do?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,106.0,00:09:53.440,کیا؟,What?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,107.0,00:09:55.330,میرے بچے تم میرے کمرے میں کب آئے؟  میں اس کے بارے میں نہیں جانتا تھا۔,When did you come to my room my child? I didn't know about that.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,108.0,00:09:59.440,میں آپ کے کمرے میں آیا امی لیکن آپ نے آدھے گھنٹے بعد آنے کو کہا۔,I came to your room mom but you asked me to come after half an hour.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,109.0,00:10:03.490,میرے بیڈ کے پاس چائے کا کپ رکھ دیا گیا لیکن میں نے سوچا کہ یہ کل رات سے وہاں رکھ دی گئی ہے..,A cup of tea was put near my bad but I thought that it was put there since last night so..
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,110.0,00:10:13.890,یقین کریں ماں میں آپ کے کمرے میں آیا ہوں۔  شاید آپ بھول گئے ہیں۔,"Believe me mom, I came to your room. Maybe you have forgotten."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,111.0,00:10:18.020,ہاں شاید آپ کی بات درست ہے۔,Yes maybe your are right.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,112.0,00:10:21.360,بہرحال، معاف کر دو میرے بچے۔,"Anyways, sorry my child."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,113.0,00:10:25.780,ماں آپ کو معافی مانگنے کی ضرورت نہیں ہے۔  ارحم میرا یقین کرو میں اس کے کمرے میں چلی گئی۔,"Mom, you don't have to apologize. Arham, trust me, I went to her room."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,114.0,00:10:31.840,آپ بھول بھی سکتے ہیں کیونکہ آپ بہت مصروف ہو جاتے ہیں۔,You can also forget because you get so busy.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,115.0,00:10:34.380,لیکن کیسے، مجھے وہ یاد آیا۔,"But how, I remembered that."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,116.0,00:10:38.640,جاؤ اور اس کی انسولین لے آؤ، میں اسے انجیکشن لگا دوں گا۔  پھر اسے چائے پلاؤ۔  ہمیں دفتر کے لیے بھی دیر ہو رہی ہے۔  ماں,"Go and bring her insulin, I will inject that. Then give her tea. We are getting late for office as well."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,117.0,00:10:48.870,میں نے کل رات آپ کی الماری میں کچھ نقدی رکھی تھی۔  صبح تلاش کرتے ہوئے میں بہت پریشان تھا۔,I put some cash in your closet last night. I was so worried while searching that in the morning.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,118.0,00:10:53.600,میں نے وہ آپ کی الماری سے لی ہے۔,I have taken that from your closet.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,119.0,00:10:56.640,پتا نہیں تیری یاد کو کیا ہو گیا ہے۔  میں تمہارے لیے بادام لاؤں گا تاکہ تمہاری یادداشت بحال ہو جائے۔,I don't know what happened to your memory. I will bring almonds for you so that your memory will be recovered.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,120.0,00:11:00.980,ماں ان باداموں کو چھوڑ دو۔  میں نے حارث سے بات کی۔,"Mom, leave those almonds. I talked to Haris."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,121.0,00:11:04.820,اس کی ماں یہاں شام 4 بجے آئے گی اور اس بار تمہیں اس کی شرط ماننی پڑے گی، تم انکار نہیں کرو گے۔,"Her mother will come here at 4 PM and this time you will have to accept her condition, you won't refuse at all."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,122.0,00:11:10.800,لیکن وہ پچھلے پانچ سالوں سے انکار کر رہی ہے۔,But she has been refusing for the last five years.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,123.0,00:11:13.980,وہ اپنی خواہشات کا ذکر کرتی رہتی ہے، کبھی موٹر سائیکل مانگتی ہے اور کبھی سونا مانگتی ہے۔  ہم اس کے مطالبات کیسے پورے کر سکتے ہیں۔,"She keep mentioning her wishes, sometimes she asks for a motorbike and sometimes for gold. How can we fulfill her demands."
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,124.0,00:11:19.980,کیوں؟,Why?
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,125.0,00:11:20.910,دادی کے زیورات جو ہمیں ورثے میں ملے تھے لیکن آپ نے وہ بیچ کر چچا کو پیسے بھجوا دیئے۔,The jewelry of grandma which was inherited to us but you sold that and sent money to uncle.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,126.0,00:11:26.000,لیکن اب آپ اپنی بیٹیوں کی خاطر اس نیکی کا صلہ مانگنے سے گریزاں ہیں۔,But now you are reluctant to ask for reward of that good deed for the sake of your daughters.
Hasrat,,,,,,,,,https://www.youtube.com/watch?v=B1Y02iPBM6Y,127.0,00:11:30.980,خون کے رشتوں پر جب خود غرضی غالب آجائے تو,When selfishness overcomes the blood relations
