Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre
Baylgam,00:11:00.920,آپ,1,You were making a Tik Tok,6,,
Baylgam,00:11:04.440,کیا تم پاگل ہو گئے ہو؟,6,Have you gone mad?,4,,
Baylgam,00:11:06.080,اتنی چھوٹی بات پر معافی کون کہتا ہے؟,8,Who says sorry on something so small?,7,,
Baylgam,00:11:09.640,پھر آپ آئی ڈی کیوں ڈھونڈ رہے ہیں؟,8,Then why are you searching for the ID?,8,,
Baylgam,00:11:12.480,مجھے نہیں معلوم,3,I don’t know.,3,,
Baylgam,00:11:14.160,میں صرف ایک بار اسے دیکھنا چاہتا تھا۔,8,I just wanted to see him one more time.,9,,
Baylgam,00:11:18.760,اوہ ٹھیک ہے۔,3,"Oh, okay.",2,,
Baylgam,00:11:22.960,کیا غلط ہے؟,3,What is wrong?,3,,
Baylgam,00:11:24.520,کیا آپ نے کل سے میرا ٹک ٹاک دیکھا؟,9,Did you see my Tik Tok from yesterday?,8,,
Baylgam,00:11:27.480,آؤ میں تمہیں دکھاتا ہوں۔,5,"Come, I will show you.",5,,
Baylgam,00:11:28.760,میں نے کل ایک ٹک ٹاک بنایا،,7,"I made a Tik Tok yesterday,",6,,
Baylgam,00:11:31.400,دیکھو مجھے کتنے لائکس ملے۔,5,See how many likes I got.,6,,
Baylgam,00:11:33.280,آپ کا لباس بہت خوبصورت لگتا ہے۔,7,Your outfit looks so pretty.,5,,
Baylgam,00:11:35.520,ہاں…,1,Yes…,1,,
Baylgam,00:11:46.760,میں اندر آ سکتا ہوں سر؟,6,May I come in sir?,5,,
Baylgam,00:11:51.080,سر، مجھے ان پر آپ کے دستخط لینے تھے۔,9,"Sir, I had to get your signature",7,,
Baylgam,00:11:54.000,یہ کیا ہے؟,3,What is it?,3,,
Baylgam,00:11:58.320,ٹھیک ہے، دے دو۔,4,"Okay, give it.",3,,
Baylgam,00:12:02.000,یہ,1,This.,1,,
Baylgam,00:12:04.360,یہاں پر؟  نیچے؟,3,Over here? At the bottom?,5,,
Baylgam,00:12:06.720,ٹھیک ہے,2,Fine.,1,,
Baylgam,00:12:08.520,اگر آپ کوئی اور دستخط چاہتے ہیں تو,8,"If you want any other signatures,",6,,
Baylgam,00:12:11.200,مسٹر افنان سے کروا لیں، ٹھیک ہے؟,7,"get it done by Mr. Afnan, okay?",7,,
Baylgam,00:12:13.040,ٹھیک ہے۔,2,Okay.,1,,
Baylgam,00:12:18.640,میں اندر آ سکتا ہوں، والد.,6,"May I come in, dad.",5,,
Baylgam,00:12:22.600,کیا ہوا؟  آپ کو دیر ہو گئی۔,7,What happened? You got late.,5,,
Baylgam,00:12:25.480,میں ہسپتال گیا۔,3,I went to the hospital.,5,,
Baylgam,00:12:29.360,تم ٹھیک ہو؟,3,Are you fine?,3,,
Baylgam,00:12:30.520,جی ہاں  ہاں، میں ٹھیک ہوں۔,6,"Yes. Yes, I am fine.",5,,
Baylgam,00:12:33.000,وہ لڑکی جو ہمارے دفتر میں کام کرتی ہے، انم۔,10,"That girl who works in our office, Anum.",8,,
Baylgam,00:12:37.040,جی ہاں؟,2,Yes?,1,,
Baylgam,00:12:37.840,اس کے والد کی طبیعت ٹھیک نہیں ہے،,8,"Her father’s condition is not fine,",6,,
Baylgam,00:12:41.800,اس لیے میں نے اسے کہا تھا کہ تم,9,so I had told her that you spend,8,,
Baylgam,00:12:45.560,اس لیے، اگر انہیں کسی چیز کی ضرورت ہو، افنان،,10,"So, if they need anything, Afnan,",6,,
Baylgam,00:12:49.200,ہممم….,1,Hmmm….,1,,
Baylgam,00:12:51.040,ابا….,1,dad….,1,,
Baylgam,00:12:53.040,میں یہ آپ کے ساتھ شیئر کرنے ہی والا تھا۔,10,I was about to share this with you.,8,,
Baylgam,00:12:55.520,دراصل، اب انعم,3,"Actually, now Anum will spend time",6,,
Baylgam,00:12:59.640,کیونکہ اب وہ اس دفتر میں کام نہیں کرے گی۔,10,Because now she will not work in this office.,9,,
Baylgam,00:13:03.240,کیا؟  کیوں؟,2,What? Why?,2,,
Baylgam,00:13:06.680,وہ باہر کام کر رہی تھی۔,6,She was working outside.,4,,
Baylgam,00:13:10.360,واقعی؟  تو,2,Really?,1,,
Baylgam,00:13:12.320,اس کا مطلب ہے کہ وہ پہلے ہی,8,"So, this means that she has already",7,,
Baylgam,00:13:17.440,ارے، کیا غلط ہے؟,4,"Hey, what is wrong?",4,,
Baylgam,00:13:20.280,وہ رو رہی تھی۔  میں نے اسے دیکھا تو وہ,10,"She was crying. I saw her,",6,,
Baylgam,00:13:23.400,بیچاری کیا,2,so what would that poor thing,6,,
Baylgam,00:13:26.160,افنان، کیا آپ جانتے ہیں کہ انسان کا بہترین عمل,10,"Afnan, do you know the best action",7,,
Baylgam,00:13:35.200,بابا آپ میری بات کیوں نہیں سمجھتے؟,7,"Dad, why don’t you understand me?",6,,
Baylgam,00:13:39.240,میں جانتا ہوں,3,I know.,2,,
Baylgam,00:13:40.400,میں جانتا ہوں، آپ کے,5,"I know, you have a lot of pain in",9,,
Baylgam,00:13:44.280,لیکن یہ سب مل کر,5,But all of them together take advantage,7,,
Baylgam,00:13:48.560,بچہ، مجھے ان کے کاموں کا حساب نہیں دینا پڑتا۔,10,"Child, I don’t have to account",6,,
Baylgam,00:13:53.520,میں نے جو کچھ کیا اس کا حساب دینا ہے۔,10,I have to account for what I do.,8,,
Baylgam,00:13:57.000,ویسے بھی اپنا غصہ جانے دو۔,6,"Anyway, let your anger go.",5,,
Baylgam,00:13:58.520,آپ جانتے ہیں، کوئی,4,"You know, someone is a little",6,,
Baylgam,00:14:02.760,مجھ سے زیادہ؟,3,More than me?,3,,
Baylgam,00:14:04.280,ڈبلیو ایچ او؟,3,Who?,1,,
Baylgam,00:14:06.360,جسے آپ نے چھوڑنا تھا اور,6,The one you had to drop and,7,,
Baylgam,00:14:12.080,علیزے,1,Alizay.,1,,
Baylgam,00:14:15.320,اوہ گاڈ، علیزے نے…,4,"Oh God, Alizay had…",4,,
Baylgam,00:14:17.840,ہوشیار۔  میری بات سنو۔,4,Careful. Listen to me.,4,,
Baylgam,00:14:19.600,میں پاپا کو کیسے بھول سکتا ہوں کہ آج,9,How can I forget dad that today was,8,,
Baylgam,00:14:22.560,آپ کو بھی نہیں بھولنا چاہئے۔  اب,7,You shouldn’t forget either. Now,5,,
Baylgam,00:14:26.120,اسے بتاؤ کہ میں پاپا کا انتظار کر رہا تھا،,10,"tell her I was waiting for papa,",7,,
Baylgam,00:14:30.600,ٹھیک ہے، والد.  اس کے سامنے مجھے جو کچھ یاد آئے گا،,12,"Fine, dad. Whatever I remember",5,,
Baylgam,00:14:34.320,اگر وہ راضی ہو جائے تو۔,6,"If she agrees, then.",4,,
Baylgam,00:14:35.840,لیکن مجھے ابھی جانا ہے، کیا میں جا سکتا ہوں؟,10,"But I have to leave now, can I go?",9,,
Baylgam,00:14:38.240,ٹھیک ہے، شکریہ والد.,4,"Okay, thanks dad.",3,,
Baylgam,00:14:41.600,لمبی زندگی جیو۔,3,Live long.,2,,
Baylgam,00:14:43.120,آپ کی دعائیں قبول ہوتی ہیں۔,6,Your prayers are answered.,4,,
Baylgam,00:14:46.200,بیسٹ آف لک۔,3,Best of luck.,3,,
Baylgam,00:15:05.400,ماما میں پہلی بار نہیں جا رہی۔,7,"Mama, I am not going for the first time.",9,,
Baylgam,00:15:08.000,تم کیوں پریشان ہو؟,4,Why are you worried?,4,,
Baylgam,00:15:11.400,ارے جب تم گھر سے باہر نکلتے ہو تو,9,"Hey, when you step out of the home,",8,,
Baylgam,00:15:15.720,آپ ابھی اسلام آباد جارہے ہیں۔,6,You are going to Islamabad right now.,7,,
Baylgam,00:15:17.480,تو اسلام آباد اب تک کب ہے؟,7,"So, when is Islamabad so far?",6,,
Baylgam,00:15:21.680,اور دیکھو میرا کام ختم ہوتے ہی,7,"And see, as soon as my work ends,",8,,
Baylgam,00:15:26.560,ماما آپ اپنا موڈ ٹھیک کریں۔,6,"Mama, you fix your mood.",5,,
Baylgam,00:15:30.400,ارے خالہ کیا بات ہے؟,5,"Hey, aunt what is wrong?",5,,
Baylgam,00:15:31.880,تم اسے,2,Why are you explaining to her for,7,,
Baylgam,00:15:37.120,آپ نہیں جانتے،,3,"You don’t know,",3,,
Baylgam,00:15:38.520,ایک بار جب وہ کچھ فیصلہ کر لیتی ہے، تو,10,"once she decides something,",4,,
Baylgam,00:15:41.280,ٹھیک ہے مجھے بتاؤ، کیا,5,"Okay tell me,",3,,
Baylgam,00:15:43.160,ہاں میری ساری پیکنگ ہو چکی ہے۔,7,"Yes, all my packing is done.",6,,
Baylgam,00:15:45.960,اچھا,1,Good.,1,,
Baylgam,00:15:46.880,ٹھیک ہے آپ لوگ گپ شپ کریں,7,"Okay, you people chat,",4,,
Baylgam,00:15:49.000,ارے، نہیں، میرے لئے کچھ حاصل نہ کرو.,8,"Hey, no, dont get anything for me.",7,,
Baylgam,00:15:50.720,ٹھیک ہے بیٹھو۔,3,Okay sit.,2,,
Baylgam,00:15:53.680,ویسے، کیوں؟,2,"By the way, why?",4,,
Baylgam,00:15:55.240,وہ,1,Why should she not get,5,,
Baylgam,00:16:00.480,کیا تم پاگل ہو؟,4,Are you mad?,3,,
Baylgam,00:16:02.400,اتنی غلط فہمی میں نہ رہیں۔,6,Don’t be so mistaken.,4,,
Baylgam,00:16:04.960,جب آپ چلے جائیں گے تو,6,"When you leave,",3,,
Baylgam,00:16:22.080,تم وہ سب کیوں نہیں کہہ دیتے,7,Why don’t you say all that,6,,
Baylgam,00:16:26.200,یا یہ صرف میرا تصور ہے,6,or is it just my imagination,6,,
Baylgam,00:16:35.240,کیا ہوا؟,2,What happened?,2,,
Baylgam,00:16:36.320,تم مجھے ایسے کیوں دیکھ رہے ہو؟,7,Why are you looking at me like that?,8,,
Baylgam,00:16:39.040,نہیں۔ کچھ نہیں۔,3,No. Nothing.,2,,
Baylgam,00:16:59.040,رمشا۔,1,Ramsha.,1,,
Baylgam,00:17:00.240,اینی اچھا ہوا تم آگئی۔,5,"Annie, it is good that you came.",7,,
Baylgam,00:17:02.720,اسے چیک کریں۔  بتاؤ کیسا ہے؟,6,Check it. Tell me how is it?,7,,
Baylgam,00:17:04.760,میرے پاس اس سے بھی اچھی خبر ہے۔,8,I have an even better news than this.,8,,
Baylgam,00:17:07.200,کیا؟,1,What?,1,,
Baylgam,00:17:08.160,مجھے اس ہیرو کی آئی ڈی مل گئی ہے۔,9,I have found the ID of that hero.,8,,
Baylgam,00:17:09.800,کیا؟  کار کے ساتھ ایک؟,5,What? The one with the car?,6,,
Baylgam,00:17:11.600,ہاں، وہ۔,2,"Yes, him.",2,,
Baylgam,00:17:12.880,بتاؤ۔  جلدی بتاؤ۔,3,Tell me. Quickly tell me.,5,,
Baylgam,00:17:14.400,اپنا فیس بک آن کریں۔,5,Turn on your Facebook.,4,,
Baylgam,00:17:15.480,ہم اپنے فیس بک پر سرچ کریں گے،,8,"We will search on my Facebook,",6,,
Baylgam,00:17:17.320,افنان لکھیں۔,2,Write Afnan.,2,,
Baylgam,00:17:18.800,افنان؟,1,Afnan?,1,,
Baylgam,00:17:20.720,واہ، نام اچھا ہے۔,4,"Wow, the name is good.",5,,
Baylgam,00:17:24.280,اختیارات پر جائیں،,3,"Go to the options,",4,,
Baylgam,00:17:25.720,یہ  یہ  دیکھو,3,This. This. Look.,3,,
Baylgam,00:17:28.840,اوہ، کیا تصویر ہے.,4,"Oh, what a picture.",4,,
Baylgam,00:17:32.400,بہت اچھا  ٹھہرو,3,"Awesome. Wait,",2,,
Baylgam,00:17:34.600,لیکن نہیں، میں اسے ابھی میسج نہیں کروں گا،,9,"But no, I will not message him right now,",9,,
Baylgam,00:17:37.640,لیکن سکرول.,2,But scroll.,2,,
Baylgam,00:17:42.280,اوہ واہ۔,2,Oh wow.,2,,
Baylgam,00:17:44.120,یہ وہی کار ہے جس کے,6,This is the same car,5,,
Baylgam,00:18:17.440,کیا تم نے اسے ڈراپ کیا؟,6,Did you drop her?,4,,
Baylgam,00:18:18.840,جی ہاں  کیا,3,Yes.,1,,
Baylgam,00:18:20.120,وہ پریشان تھی؟,3,Was she worried?,3,,
Baylgam,00:18:21.560,ارے نہیں، فکر کرنے کی کیا بات ہے؟,8,"Hey, no, what is there to worry about?",8,,
Baylgam,00:18:24.280,وہ بہت مضبوط لڑکی ہے۔,5,She is a very strong girl.,6,,
Baylgam,00:18:27.920,میرے لیے وہ آج تک ایک چھوٹی سی لڑکی ہے۔,10,For me she is like a small girl till today.,10,,
Baylgam,00:18:31.440,تم جانتے ہو، میں اس کے لیے بہت پریشان رہتا ہوں۔,11,"You know, I stay so worried for her.",8,,
Baylgam,00:18:34.520,اس کی فکر نہ کرو۔,5,Don’t worry about her.,4,,
Baylgam,00:18:36.320,وہ اس کا اچھی طرح خیال رکھے گی۔,8,She will take good care of her.,7,,
Baylgam,00:18:38.520,چلو، فکر نہ کرو،,4,"Come on, don’t worry,",4,,
Baylgam,00:18:40.840,ٹھیک ہے۔,2,Okay fine.,2,,
Baylgam,00:18:48.360,آپ کی موجودگی نے واقعی,5,Your presence has really increased,5,,
Baylgam,00:18:51.640,اگر آپ مجھے اجازت دیں تو کیا,7,"If you allow me,",4,,
Baylgam,00:18:54.880,کیا پیغام چلا گیا؟,4,Is the message gone?,4,,
Baylgam,00:18:56.760,براہ کرم جواب دیں۔  جواب دیں۔  جواب دیں۔,8,Please reply. Reply. Reply.,4,,
Baylgam,00:18:59.840,ہاں، ہاں، میں تمہیں واپس کال کروں گا۔,8,"Yes, yes, I will call you back.",7,,
Baylgam,00:19:01.600,ٹھیک ہے۔  اوکے بائے۔,4,Okay. Okay bye.,3,,
Baylgam,00:19:03.600,خالہ، کیا کافی تیار ہے؟,5,"Aunt, is the coffee ready?",5,,
Baylgam,00:19:05.680,ہاں، کافی تیار ہے۔,4,"Yes, the coffee is ready.",5,,
Baylgam,00:19:20.640,آپ کی موجودگی نے واقعی,5,Your presence has really increased,5,,
Baylgam,00:19:24.480,اگر آپ مجھے اجازت دیں تو کیا,7,"If you allow me, then",5,,
