Drama Name,Episode No#,URL,Sentence No,Start Time,End Time,Urdu Sentence,English Sentence
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,85,00:06:29.760,00:06:32.520,جب میں اسکول گیا تو میں بڑا ہو رہا تھا۔,"as long as I used to go to school, I was very"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,86,00:06:32.520,00:06:37.440,بے فکری تھی لیکن اب جوڑوں کے لیے وقت کم ہے۔,"carefree, but now the"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,87,00:06:37.440,00:06:42.360,درد نے مجھے بستر پر گرا دیا۔,"pain in the joints has made me bedridden,"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,88,00:06:42.360,00:06:47.280,ارے بیٹی مردوں کی طرف متوجہ رہیں,"daughter, you should be attracted to men, the"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,89,00:06:47.280,00:06:51.640,انسان کی فطرت کاہل بلی جیسی ہے۔,"nature of a man is like that of a greedy bill, even if his"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,90,00:06:51.640,00:06:55.320,ان کا پیٹ اگرچہ بھرا ہوا ہے لیکن ان کے ارادے بڑے ہیں۔,"stomach is full, his intentions are very"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,91,00:06:55.320,00:06:57.560,گندا رہتا ہے,"dirty,"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,92,00:06:57.560,00:07:01.200,ماں تمہیں کیسے پتا کہ تم نے اسے کہاں دیکھا؟,"Amma, how do you know, where have you seen the"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,93,00:07:01.200,00:07:03.120,کے لئے لالچی,greedy
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,94,00:07:03.120,00:07:11.150,میں نے بلی کو بہت قریب سے دیکھا ہے، یہ بہت لالچی ہے۔,"bill, I have seen him very closely, very greedy"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,95,00:07:11.150,00:07:15.160,[موسیقی],[music]
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,96,00:07:15.160,00:07:18.480,بیج کو دیکھو، تم بالکل دلہن جیسی لگ رہی ہو۔,"Billa, look, you were looking exactly like a buffalo after becoming a bride,"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,97,00:07:18.480,00:07:22.840,بھینس شراب کی طرح لگ رہی تھی، آپ کو شاری معلوم ہے؟,"wine, you know, Shari was"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,98,00:07:22.840,00:07:25.400,میں کہہ رہا تھا کہ میں بالکل ہوں افف آپ نہیں ہیں۔,"saying that I am absolutely uff, you are"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,99,00:07:25.400,00:07:27.640,بالکل سرخ گائے لگ رہی ہے۔,"looking exactly like a red cow,"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,100,00:07:27.640,00:07:31.640,میں صرف دو دن اور اس کے بعد جانے والا ہوں۔,"I am going to die, just two more days after that,"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,101,00:07:31.640,00:07:34.360,مجھے یاد رکھیں اور,remember me and get
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,102,00:07:34.360,00:07:39.400,ارے بھائی اتنا غصہ نہ کرو,"scared, oh brother, don't be so angry, you"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,103,00:07:39.400,00:07:44.360,میں جانتا ہوں کہ مجھے ابھی بہت اہم کام کرنے ہیں۔,"know, I have such important work to do right now, I should"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,104,00:07:44.360,00:07:49.600,میں تمہیں فون کرنا چاہتا ہوں، ہاں تم نے کیا پھر صفیہ تمہاری ہے۔,"call you, yes, you have to"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,105,00:07:49.600,00:07:53.480,تمہیں یہاں جانا ہے، تم وہاں کیسے رہو گی اگر اس کی ساس,"go to your place, Safia, how will you stay there, her mother-in-law is"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,106,00:07:53.480,00:07:54.720,بہت عجیب,"very strange,"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,107,00:07:54.720,00:07:58.360,ہاں یہ بہت عجیب ہے میں جانتا ہوں۔,"yes, she is very strange, you know, she"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,108,00:07:58.360,00:08:00.080,یہ بہت عجیب لگتا ہے۔,"seems very strange to me,"
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,109,00:08:00.080,00:08:02.240,لیکن اب میں کیا کروں جب تک آپ لوگ اپنے ہنی مون پر نہ ہوں؟,but what  Now till you guys
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,110,00:08:02.240,00:08:04.320,میں وہیں رہوں گا۔,come back from honeymoon I will have to stay there
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,111,00:08:04.320,00:08:07.800,اگر تمام ملازمین وہاں ہوں تو آپ یہاں رہ سکتے ہیں۔,you can stay here everyone is an employee
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,112,00:08:07.800,00:08:11.720,نہیں بابا میں سب کچھ نہیں کر سکتا,right baba I can't do everything getting
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,113,00:08:11.720,00:08:16.920,کیا شادی کے بعد قربانی کرنا شرم کی بات ہے؟,married I will do
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,114,00:08:16.920,00:08:21.160,تم کرو گے، میں کچھ کروں گا، ہاں یہ ٹھیک ہے۔,something or the other yes that's right in
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,115,00:08:21.160,00:08:24.080,میں تمہاری ماں کی زندگی کے بارے میں سوچتا ہوں۔,your mother's life we ​​used to think
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,116,00:08:24.080,00:08:27.600,اس کے بعد وہ کیسے تھے؟,how will we live after her
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,117,00:08:27.600,00:08:29.920,میں رہوں گا لیکن دیکھو,but look we are living right
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,118,00:08:32.360,00:08:35.400,ہاں میری اور صفیہ کی ماں اور باپ فوت ہو چکے ہیں۔,yes after my and Safia's mother and father's death
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,119,00:08:35.400,00:08:41.480,اس کے بعد ہم نے بھی سوچا کہ سب کچھ ختم ہو گیا۔,we also used to think that everything will end
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,120,00:08:41.480,00:08:47.120,جائیں گے لیکن دیکھو سب کچھ ہو رہا ہے۔,but look everything is going on we
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,121,00:08:47.120,00:08:50.520,وہ دونوں جب یہاں آئے تھے تو بہت چھوٹے تھے، اب وہ وقت آگیا ہے۔,both were very young when we came here now that time
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,122,00:08:50.520,00:08:53.960,یہ ایک خواب کی طرح محسوس ہوتا ہے، ٹھیک ہے رونا مت,seems like a dream okay don't
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,123,00:08:53.960,00:08:56.440,چلو میں پلاننگ شروع کر دوں کہ صفیہ,start crying let me plan
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,124,00:08:56.440,00:08:59.400,میں ابا کو اچانک فون کیسے کروں؟,how to call Safia aaba I will immediately say ffff I wo
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,125,00:08:59.400,00:09:01.360,میں یہ بھی نہیں کر پاؤں گا۔,n't be able to say it either
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,126,00:09:01.360,00:09:11.000,میں آپ کی عزت کیسے کروں یا نہ کروں؟,how can I agree or not I am your
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,127,00:09:11.000,00:09:15.200,مہمان واہ واہ,guest wow wow
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,128,00:09:15.200,00:09:20.240,آج پھرنی پالو اور پالک گوشت آرہا ہے۔,phirni paav and palak gosht today it seems like a
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,129,00:09:20.240,00:09:23.240,جسی جان کو خوش کرنے کا پورا پروگرام ہے۔,complete program to make jaasi jaan happy I
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,130,00:09:23.240,00:09:25.680,مجھے اپنی پوری زندگی کی طرح محسوس ہوتا ہے۔,feel my whole life will be
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,131,00:09:25.680,00:09:27.360,کک اپنا وقت کھانے میں صرف کرتا ہے۔,spent in bavchi khane
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,132,00:09:27.360,00:09:30.480,ویسے بھابھی آپ کو یہ نہیں لگتا کہ ہمارا,by the way bhabhi don't you think that our
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,133,00:09:30.480,00:09:33.800,آنٹی جان کو لذیذ کھانا کھانے کا شوق ہے۔,aunt has a disease of eating delicious food
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,134,00:09:33.800,00:09:35.880,یہ بھی خدا کے لیے ایک بیماری ہے۔,this is also a disease for god
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,135,00:09:35.880,00:09:39.120,شہروز تم میرے پاس کھڑے کیا کر رہے ہو؟,Shahroz what are you doing standing near me do
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,136,00:09:39.120,00:09:40.760,ہوکج، اتنی اونچی باتیں نہ کرو,n't talk like this in such a loud
Dil muhallay ki haweli,1,https://www.youtube.com/watch?v=JEKilOwldJc,137,00:09:40.760,00:09:43.200,کسی نے آواز سنی تو الزام لگا دیا جائے گا۔,voice if someone hears it then the blame will come on
