Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,15.0,00:01:54.720,اور اس پر، میری طرح،,"and on that, like me, standing"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,16.0,00:02:00.400,میں ہر روز اس تنہائی کو پیتا ہوں۔,I drink this loneliness each day.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,17.0,00:02:04.720,میں ہر روز اس طرح جیتا ہوں۔,This is how I live each day.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,18.0,00:02:28.680,اور وہ سب رویا جو میں اکیلا کر سکتا تھا…,and cried all that I alone could…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,19.0,00:02:32.160,اور اپنے چمکدار اور صاف ستھرے کپڑے پہن کر,and after dressing in my bright and clean clothes
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,20.0,00:02:35.720,اور اپنے موجودہ چہرے پر خوش لباس پہننے کے بعد…,and wearing a happy face on my existing face…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,21.0,00:02:39.200,میں آئینے سے پوچھتا ہوں، ’’,"I ask the mirror,"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,22.0,00:02:42.440,میرے پاس کیا کمی ہے جو میں اب بھی اتنا ادھورا محسوس کر رہا ہوں؟‘‘,‘What do I lack that I still feel so incomplete?’
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,23.0,00:02:46.840,آج….,Today….
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,24.0,00:02:48.400,کیا میری تنہائی ختم ہو جائے گی؟,Will my loneliness come to an end?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,25.0,00:02:52.640,کیا آج کوئی مجھے نوٹس کرے گا؟,Will someone notice me today?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,26.0,00:02:56.240,شاید آج میرے لیے کوئی راستہ کھل جائے؟,Maybe a path will open up for me today?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,27.0,00:03:00.280,شاید مجھے آج جینے کی کوئی وجہ مل جائے۔,Maybe I’ll find a reason to live today.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,28.0,00:03:03.880,آئینہ کہتا ہے شاید…,The mirror says maybe…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,29.0,00:03:06.640,لیکن آپ کو کوشش کرنی پڑے گی۔,but you will have to try.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,30.0,00:03:09.800,اور اس طرح اپنے خوابوں کی کچھ فائلیں,And so having some files of my dreams
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,31.0,00:03:14.160,اور انہیں اپنے امید کے تھیلے میں رکھ کر…,and keeping them in my bag of hope…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,32.0,00:03:17.160,اپنی آنکھوں میں امید کی روشنی چمکاتے ہوئے,with the light of my hope shining in my eyes
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,33.0,00:03:21.200,اور اپنا بیگ اپنے کندھے پر لٹکا کر…,and hanging my bag over my shoulder…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,34.0,00:03:23.320,میں تنہائی سے بھری ہوئی خالی دیواروں کے پیچھے اور بھی تنہا چھوڑ جاتا ہوں۔,I leave behind the very empty walls filled with loneliness even more alone.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,35.0,00:03:34.280,میں تنہائی پر تالہ لگاتا ہوں اور,I put a lock on the loneliness and
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,36.0,00:03:38.960,کہ وہ بھی اپنا چہرہ بدل کر باہر میرے پیچھے پیچھے آتی ہے۔,that even it changes its face and follows me outside.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,37.0,00:03:44.240,راستے میں ملنے والا ہر کردار مجھے جانتا ہے۔,Every character I meet on the way knows me.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,38.0,00:03:48.680,لیکن دنیا میرے اندر کی تنہائی سے بے خبر ہے۔,But the world is unaware of the loneliness inside me.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,39.0,00:03:53.720,اپنے اندر کے خالی احساس کو چھپا کر… میں…,Hiding the vacant feeling inside me… I…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,40.0,00:03:57.760,ہونٹوں پر مسکراہٹ کے ساتھ….,with a smile on my lips….
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,41.0,00:04:00.920,سب سے ملو,meet everyone
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,42.0,00:04:30.280,میں ہر روز اپنی صبح کا آغاز اس طرح کرتا ہوں۔,This is how I begin my morning every day.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,43.0,00:04:33.480,میں روزانہ اپنے آپ کو لات مارتا ہوں,I kick start myself daily
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,44.0,00:04:37.160,اور پھر آٹھ ارب لوگوں کی اس دنیا میں کھو جاتا ہوں۔,and then get lost in this world of eight billion people.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,45.0,00:04:42.800,میں چاہوں یا نہ چاہوں,Whether I want to or not
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,46.0,00:04:45.200,مصروف ہجوم کا حصہ بنتا ہوں۔,I become a part of the busy crowd.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,47.0,00:04:59.120,ممی؟,Mummy?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,48.0,00:05:02.640,اوہ گاڈ ممی، آپ کا میک اپ اتنا گہرا ہے!,"Oh god mummy, you have such dark make up on!"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,49.0,00:05:05.160,آپ واقعی سب سے اوپر دیکھ رہے ہیں۔,You’re really looking over the top.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,50.0,00:05:06.000,یہاں آؤ اور میں اسے تمہارے لیے ہلکا کر دوں گا۔,Come here and I’ll lighten it for you.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,51.0,00:05:07.040,کوئی راستہ نہیں!,No way!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,52.0,00:05:08.800,میں نے کوئی گہرا میک اپ نہیں کیا ہے!,I haven’t done any dark make up!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,53.0,00:05:10.680,اور میک اپ کے علاوہ کچھ ایسی,And besides make up should be some
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,54.0,00:05:13.000,اور پھر اس قسم کا میک اپ,And then this kind of make up looks
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,55.0,00:05:15.680,یہ تب ہی اچھا لگتا ہے جب صحیح طریقے سے کیا جائے۔,It only looks good if done properly.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,56.0,00:05:18.480,اور اگر آپ اس طرح جا رہے ہیں تو میں,And if you’re going like this then I’m not coming
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,57.0,00:05:24.600,آپ کا کیا مطلب ہے؟,What do you mean?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,58.0,00:05:26.280,کیا اب تمہیں اپنی ماں کے ساتھ دیکھ کر شرم آتی ہے؟  بھائی,Are you now ashamed to be seen with your mom?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,59.0,00:05:35.400,میرا پورا میک اپ ایک گھنٹے میں غائب ہو گیا!,My entire make up disappeared within one hour!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,60.0,00:05:38.600,اور خاندان کی تمام خواتین کے چہرے ایسے تھے جو تقریب کے اختتام تک چمک رہے تھے!,And all the women of the family had faces that were shining till the end of the event!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,61.0,00:05:43.520,اور پھر میں وہاں تھا،,"And then there was me, standing"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,62.0,00:05:47.040,Hmph!,Hmph!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,63.0,00:05:48.200,اب چلو جلدی کرو!,Now come on hurry up!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,64.0,00:05:49.680,گاڑی کا ڈرائیور کب سے باہر کھڑا ہے,The car driver has been standing outside
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,65.0,00:05:52.040,کار ڈرائیور؟,The car driver?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,66.0,00:05:53.240,تم نے گاڑی کیوں بلائی ماں؟,Why did you call for a car Mom?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,67.0,00:05:55.200,ہم رکشے سے جا سکتے تھے۔,We could have gone by rickshaw.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,68.0,00:05:56.280,اب آپ کو ایک غیر ضروری خرچہ اٹھانا پڑے گا۔,You’re going to incur an unnecessary expense now.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,69.0,00:05:58.640,اوہ ارے، وہ اس کی ادائیگی کرے گا... جس,"Oh hey, He will pay for it..."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,70.0,00:06:00.800,کے کام کے لیے ہم جا رہے ہیں,the one who’s work we’re going for
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,71.0,00:06:02.760,میں صرف اس کے لیے بھاگ رہا ہوں۔,I’m running around only for him.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,72.0,00:06:07.000,ٹھیک ہے، چائے اور ناشتے کے ساتھ کم از کم کھانے کو کچھ اچھی چیزیں مل جائیں گی۔,"Okay well, at least will get some nice things to eat along with the tea and refreshments."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,73.0,00:06:12.480,میں,I’ll also get to relieve some of this
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,74.0,00:06:14.720,اوہ میری کھانے کی بیٹی،,"Oh my foodie daughter,"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,75.0,00:06:20.000,یہاں تک کہ آپ کے والد بھی دوسرے لوگوں کے گھر جا کر کھانا پسند کرتے ہیں۔,Even your father likes to go eat at other peoples homes.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,76.0,00:06:24.760,اس نے کبھی کسی کے لیے اپنے گھر میں کسی چیز کی میزبانی نہیں کی۔,He’s never once hosted anything at his house for anyone.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,77.0,00:06:28.880,ٹھیک ہے تو سنو، اس پرس کے بارے میں تمہارا کیا خیال ہے؟,"Okay so listen, what do you think of this purse?"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,78.0,00:06:31.360,کیا یہ مہنگا لگتا ہے؟,Does it look expensive?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,79.0,00:06:33.560,کیا رنگ تھوڑا سا عجیب نہیں لگ رہا ہے؟,Isn’t the color looking a bit strange?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,80.0,00:06:35.680,یہ بالکل بھی عجیب نہیں ہے۔,Its not at all strange.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,81.0,00:06:37.400,یہ دیکھو…,Look at this…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,82.0,00:06:38.160,یہ میرے لمبے اسکارف سے میل کھاتا ہے۔,it matches my long scarf.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,83.0,00:06:40.520,آپ ہمیشہ غیر ضروری باتیں کرتے ہیں۔,You always say unnecessary things.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,84.0,00:06:42.600,جلدی کرو سفینہ,Hurry Up Safina
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,85.0,00:06:44.440,ہم ابھی آرہے ہیں…,We’re just coming…
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,86.0,00:06:47.240,ٹھیک ہے تو ندا،,"Okay so Nida,"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,87.0,00:06:48.600,کیا تم نے اپنے باپ کو بتایا تھا کہ ہم,did you tell your father that we’re going
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,88.0,00:06:52.120,ہاں، میں نے اسے بتایا۔,"Yes, I told him."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,89.0,00:06:54.280,کیا ہم جائیں؟,Shall we go?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,90.0,00:06:56.760,السلام,Hello
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,91.0,00:06:57.760,علیکم رشید بھائی,Greetings Brother Rasheed
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,92.0,00:06:59.040,کیسے ہیں آپ؟  سب ٹھیک ہے؟,How are you? All well?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,93.0,00:07:05.840,سلام جناب۔,Greetings sir.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,94.0,00:07:06.680,سلام۔,Greetings.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,95.0,00:07:07.560,کیسی ہو؟,How are you?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,96.0,00:07:08.280,سب ٹھیک ہے؟,All well?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,97.0,00:07:08.800,میں ٹھیک ہوں,I’m well.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,98.0,00:07:09.280,اندر آجاؤ۔,Come inside.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,99.0,00:07:11.200,آئیے دیکھتے ہیں کہ آج ہمیں کیا ملا۔,Let’s see what we got today.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,100.0,00:07:15.000,فکر نہ کرو۔,Don’t worry.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,101.0,00:07:15.680,آپ کو اس کے مکمل ہوتے ہی ایک ای میل موصول ہوگی۔,You’ll get an email the moment its done.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,102.0,00:07:17.760,ٹھیک ہے پھر۔,Alright then.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,103.0,00:07:18.640,شکریہ,Thank you.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,104.0,00:07:20.520,جنید بھائی؟,Brother Junaid?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,105.0,00:07:21.400,میں نے ڈیلیوری کر دی ہے، اور یہ اس کی رسید ہے۔  ٹھیک ہے,"I’ve done the delivery, and this is the receipt for it."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,106.0,00:07:24.560,، اچھا کیا.,"Alright good, well done."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,107.0,00:07:26.400,آپ کو کوئی مسئلہ نہیں تھا، کیا آپ نے؟,"You didn’t have any problems, did you?"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,108.0,00:07:27.600,نہیں جناب، کوئی مسئلہ نہیں۔,"No sir, no problems."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,109.0,00:07:29.120,ٹھیک ہے شاندار… یہ ٹھیک ہے۔,Alright wonderful… this is fine.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,110.0,00:07:34.560,جنید بھائی؟,Brother Junaid?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,111.0,00:07:35.720,ہمم؟,Hmm?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,112.0,00:07:42.160,سفینہ بہن!  سلام,Sister Safina!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,113.0,00:07:43.320,!  سلام,Greetings!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,114.0,00:07:44.600,!,Greetings!
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,115.0,00:07:46.160,جنید کو سلام۔,Greeting Junaid.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,116.0,00:07:47.920,سلام... کہاں جا رہے ہو؟,Greetings… where are you… going?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,117.0,00:07:50.160,سلام چچا جان۔,Greetings uncle.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,118.0,00:07:51.280,بابا جی کو سلام۔,Greetings daddy.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,119.0,00:07:55.680,سب ٹھیک ہے بہن؟,All okay sister?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,120.0,00:07:57.440,اگر آپ کو کسی چیز کی ضرورت تھی تو آپ کو مجھے بتانا چاہیے تھا اور میں آپ کے پاس آتا۔  وہ,If you needed something you should have told me and I would have come to you.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,121.0,00:08:00.320,گاڑی کس کی ہے؟,Whose car is that?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,122.0,00:08:01.760,کہاں جا رہے ہو؟,Where are you going?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,123.0,00:08:03.360,اس کو دیکھو، ایک کے بعد ایک سوال!,"Look at that, one question after another!"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,124.0,00:08:06.080,اگر میں آپ کے سوالوں کے جواب دینے بیٹھوں تو لڑکی کے گھر والے لٹکے رہ جائیں گے۔  اور,"If I sit down to answer your questions, the girl’s family will be left hanging."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,125.0,00:08:11.080,پھر مجھے اس سب کی شرمندگی کا سامنا کرنا پڑے گا۔,.And then I’ll have to face the embarrassment of it all.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,126.0,00:08:14.640,سنو,"Listen,"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,127.0,00:08:15.720,مجھے دس ہزار روپے دو۔,give me ten thousand rupees.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,128.0,00:08:17.760,اور باقی اخراجات ہم بعد میں کریں گے۔,And we’ll do the rest of the expenses later.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,129.0,00:08:20.480,دس ہزار؟,Ten thousand?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,130.0,00:08:21.320,ٹھیک ہے، کوئی مسئلہ نہیں… اوہ… لیکن یہ کس لیے ہے؟,"Okay, no issue… uh… but what’s this for?"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,131.0,00:08:25.600,میں لڑکی کے گھر خالی ہاتھ جاؤں یا کیا؟,Am I to go empty-handed to the girl’s house or what?
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,132.0,00:08:29.040,ایک کو کچھ دینا اور لینا ہے یا دوسرا آپ جانتے ہیں۔,One has to give and take something or the other you know.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,133.0,00:08:30.800,اور پھر یہ سب کرنے کے لیے، مجھے ایک مہنگا کرایہ ایک کار، کار بھی لینا پڑی۔,"And then to top it all, I had to get an expensive rent a car, car as well."
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,134.0,00:08:34.480,آپ جانتے ہیں کہ میں رکشے میں نہیں جا سکتا تھا۔,I couldn’t have gone in a rickshaw you know.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,135.0,00:08:36.600,اس سے آپ کا مقام کم ہو جاتا۔,It would have lessened your position.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,136.0,00:08:38.280,اور پھر آج کل لوگ ایسی چیزوں کو دیکھتے ہیں جب آپ کسی لڑکی کو چیک کرنے جا رہے ہوتے ہیں۔,And then these days people look at such things when you’re going to check out a girl.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,137.0,00:08:42.120,ہمم,Hmm
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,138.0,00:08:42.840,اب مجھے پیسے دے دو۔,Come give me the money now.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,139.0,00:08:43.680,یہ لو ارے,Here you go
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,140.0,00:08:44.080,بھائی جنید آج تمہارے پاس,"Oh hey brother Junaid, you have"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,141.0,00:08:47.240,آؤ مجھے دے دو۔  کم,Come give it to me.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,142.0,00:08:48.400,از کم تب تو رقم صحیح ہاتھوں میں رہے گی۔,At least then the money will stay in the right hands.
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,143.0,00:08:54.000,انور,"Anwar,"
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,144.0,00:08:55.120,آپ کو,you have no right to speak in
Jan Sy pyara juni,,,,,,,,,https://www.youtube.com/watch?v=T52F-XMxq_U,145.0,00:08:58.200,مجھے احساس نہیں تھا کہ مس سفینہ بھی,I didn’t realize that even Miss. Safina
