Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,45.0,00:02:56.160,اب کون سا خط بھیجا ہے مینو؟,Which letter have you sent now Meenu?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,46.0,00:02:58.800,اس نے مجھے اسپیکر پر پڑھنے کو کہا ہے۔,She has asked me to read it on the speaker.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,47.0,00:03:00.720,قیصر کلاں کے باسیو سنو۔,"Listen, the residents of Qaiser Klan, listen."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,48.0,00:03:03.920,گاؤں والوں کو مینو کا پیغام۔,Meenu’s message to the villagers.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,49.0,00:03:09.240,تمام گاؤں والوں کو سلام۔,Greetings to all the villagers.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,50.0,00:03:15.480,سلام کے بعد میں یہ بتانا چاہتا ہوں کہ آج میرے میٹرک کے امتحان کا نتیجہ آنے والا ہے۔,"After greetings, I want to mention that my matriculation examination’s result is due today."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,51.0,00:03:22.120,میں تمام گاؤں والوں سے…,I request all the villagers…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,52.0,00:03:24.200,اور عالم دین سے درخواست کرتا ہوں کہ میری کامیابی کے لیے دعا کریں۔,"And the religious scholar, to pray for my success."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,53.0,00:03:31.760,اور اس نے یہ بھی لکھا ہے…,And she has also written…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,54.0,00:03:33.800,اگر میں امتحان میں کامیاب ہو گئی تو,"If I pass the exam,"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,55.0,00:03:35.400,اپنے والد کے پالتو مرغ کا سٹو بنا کر عالم دین کو کھلاؤں گی۔,then I will make a stew of my Father’s pet rooster and feed it to the religious scholar.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,56.0,00:03:42.760,اللہ خیر کرے، اللہ خیر کرے۔  مینو,"God bless, God bless."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,57.0,00:03:43.240,!,Meenu!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,58.0,00:03:44.320,کیا کر رہے ہو؟,What are you doing?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,59.0,00:03:47.680,اس کی عمر کی لڑکیاں کئی بچوں کی ماں بن چکی ہیں۔,Girls of her age have become mothers to many kids.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,60.0,00:03:51.240,مینو دسویں جماعت کا امتحان دے رہی ہے۔,Meenu is taking her tenth-grade examination.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,61.0,00:03:53.720,اور وہ گاؤں والوں سے,And she is asking the villagers to
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,62.0,00:03:56.760,خدا اس کا بھلا کرے۔  مینو,God bless her.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,63.0,00:03:57.800,!  مینو,Meenu!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,64.0,00:03:59.440,!,Meenu!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,65.0,00:04:00.680,تم کہاں ہو؟,Where are you?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,66.0,00:04:03.160,عالم دین یوسف تمہاری ضد سے متاثر ہوا ہے میری بچی۔,"The religious scholar Yousuf is impressed by your stubbornness, my girl."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,67.0,00:04:07.920,اس فری لوڈر نے,This freeloader…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,68.0,00:04:09.520,اپنی زندگی میں کبھی کچھ نہیں کھایا سوائے دال کے۔,"Has never eaten anything in his life, except lentils."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,69.0,00:04:13.080,اور تم اس سے وعدہ کر رہے ہو کہ اسے میرا ایک پالتو مرغ کھلائے گا۔,And you are promising him to feed him one of my pet roosters.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,70.0,00:04:17.240,آپ حیرت انگیز ہیں!,You are amazing!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,71.0,00:04:19.000,اپنی دعائیں جلدی سے ختم کرو…,Finish your prayers quickly…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,72.0,00:04:20.640,اور مجھے جواب دو۔,And answer me.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,73.0,00:04:22.320,میں باہر تمہارا انتظار کر رہا ہوں۔,I am waiting for you outside.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,74.0,00:04:23.840,علم کا شوق رکھنے والی لڑکیاں,"Girls, who are fond of knowledge,"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,75.0,00:04:26.960,مینو، شاعر نے تمہارے لیے لکھا…,"Meenu, the poet wrote for you…"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,76.0,00:04:29.200,اور پھر قلم توڑ دیا۔,And then broke his pen.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,77.0,00:04:31.280,اپنے وجود کو چھوڑ دو، اگر تم عہدے چاہتے ہو۔,"Let go of your existence, if you desire a rank."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,78.0,00:04:38.680,بیج کو پھول بننے کے لیے زمین سے ملنا پڑتا ہے۔,"Seed has to blend with the earth,"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,79.0,00:04:45.600,اوہ میرے خدا!,Oh my God!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,80.0,00:04:47.040,طارق بن زیاد نے اسپین کے ساحل پر اپنے بحری جہازوں کو جلا دیا۔,"Tariq Bin Ziyad, burnt his ships on"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,81.0,00:04:51.480,میرے آقا…,My lord…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,82.0,00:04:53.080,میرے دل میں جلتے علم کے شعلے کو بجھنے نہ دینا۔,"Do not let the flame of knowledge, burning in my heart extinguish."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,83.0,00:04:56.520,اے خدا!,Oh God!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,84.0,00:04:57.840,مجھے گزرنے میں مدد کریں۔,Help me pass.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,85.0,00:04:59.480,اگر میں نہ گزرا تو یہ شعلہ بجھ جائے گا۔,"If I do not pass, this flame will extinguish."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,86.0,00:05:03.160,میرے آقا،,"My lord, give me a chance to progress"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,87.0,00:05:08.400,اگر میں اس عمر میں نہ گزرا تو میں,"If I don’t pass at this age, I will be"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,88.0,00:05:12.560,اے خدا!  مجھے گزرنے میں مدد کریں۔  مینو,Oh God! Help me pass.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,89.0,00:05:15.560,!,Meenu!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,90.0,00:05:17.040,ابھی آؤ یا,Come now or will you finish all your
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,91.0,00:05:22.800,ابا جان!,Father!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,92.0,00:05:25.760,ابا جان، خدا کی قسم، میں نے عالم دین سے کسی مرغ کا وعدہ نہیں کیا۔,"Father, I swear upon God, I did not promise any rooster to the religious scholar."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,93.0,00:05:29.360,وہ اسے بنا رہا ہے۔,He is making it up.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,94.0,00:05:30.760,اگر آپ کو مجھ پر یقین نہیں ہے تو آپ خود جا کر خط پڑھ سکتے ہیں۔,If you don’t believe me then you may go and read the letter yourself.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,95.0,00:05:32.680,قسم۔,Swear.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,96.0,00:05:33.320,خدا کی قسم!,Swear upon God!
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,97.0,00:05:35.080,میں نے اس سے دعا مانگی لیکن مرغے کا وعدہ نہیں کیا۔,I asked him to pray but did not promise
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,98.0,00:05:38.640,میں یہی سوچ رہا تھا…,This is what I was thinking…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,99.0,00:05:40.440,کہ میری مینو مجھے بہت زیادہ دھوکہ نہیں دے سکتی۔,That my Meenu cannot betray me big time.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,100.0,00:05:42.880,اس کا ناممکن باپ۔,Its impossible Father.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,101.0,00:05:44.920,عالم دین ہر وقت,The religious scholar is always planning
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,102.0,00:05:57.640,چلو اب رشید احمد۔,Come on now Rasheed Ahmed.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,103.0,00:06:00.360,آ رہی ہے میری لیڈی، آ رہی ہے۔,"Coming My lady, coming."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,104.0,00:06:03.160,ہاں، میری خاتون،,"Yes, my lady,"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,105.0,00:06:04.840,آپ کیا چاہتے ہیں؟,what do you want?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,106.0,00:06:08.600,اسلامی قانون کے مطابق آپ میرے آقا ہیں۔,"to the Islamic law, you are my lord."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,107.0,00:06:11.880,اسلامی قانون گھر پر لاگو ہوتا ہے۔,The Islamic law applies at home.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,108.0,00:06:13.920,یہ ایک دفتر ہے؛  حکومتی قوانین یہاں لاگو ہوتے ہیں۔,This is an office; the government rules apply here.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,109.0,00:06:16.480,اور گورنمنٹ کے لیجر میں…,And in the government's ledger…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,110.0,00:06:17.960,آپ کا گریڈ اور تنخواہ دونوں ہی میرے سے زیادہ ہیں۔,"Both your grade and salary, are more than mine."
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,111.0,00:06:21.320,اس لیے…,This is why…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,112.0,00:06:22.520,آپ کا احترام کرنا مجھ پر فرض ہے۔,It is obligatory for me to pay respect to you.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,113.0,00:06:24.360,یا آپ...,Or you might…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,114.0,00:06:25.520,شکایت کریں اور اپنے شوہر کو برطرف کر دیں۔,put up a complaint and fire your husband.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,115.0,00:06:29.280,کیا میں تمہیں برطرف کرکے اپنا گھر چھوڑنا چاہتا ہوں؟,Do I want to leave my house by firing you?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,116.0,00:06:32.160,بتاؤ؟,Tell me?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,117.0,00:06:35.080,دوبارہ سوچو۔,Think again.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,118.0,00:06:37.800,میں نے بہت سوچ سمجھ کر فیصلہ کیا ہے۔,I have made a very thoughtful decision.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,119.0,00:06:41.520,اتنی بڑی رقم؟,Such a big amount?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,120.0,00:06:43.000,کام بھی بڑا ہے۔,The task is also big.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,121.0,00:06:44.480,ارے!  100 روپے میں کام ہو جائے گا،,"Hey! The task will be done in 100 rupees,"
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,122.0,00:06:47.160,اگر نہیں تو آپ کو 500 روپے کا نقصان ہوگا۔,If not then you will lose 500 rupees.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,123.0,00:06:49.840,اور حکومت بہرحال آپ کو رقم واپس نہیں کرے گی۔,And the government will not refund you anyways.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,124.0,00:06:51.760,میں حکومت سے اس کا مطالبہ بھی نہیں کروں گا۔,I will not demand the government for it either.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,125.0,00:06:53.760,یہ میرے اور خدا کے درمیان ہے۔,It’s between me and God.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,126.0,00:06:55.680,تم جلدی جاؤ…,You go quickly…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,127.0,00:06:57.080,کیونکہ افسران جمعہ کی نماز کے بعد آئیں گے۔,Because the officers will come after
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,128.0,00:06:59.680,اور اس سے پہلے ہمیں سب کچھ کرنا ہے۔  یار,And we have to do everything before that.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,129.0,00:07:01.680,!  افسران نے بھی,Man! The officers also have chosen a wrong
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,130.0,00:07:04.520,کوئی نہیں آئے گا۔,No one will come.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,131.0,00:07:38.240,میری بیوی کے قاتل کہاں ہیں؟,Where are the murderers of my wife?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,132.0,00:08:25.000,ڈاکٹر: آج نہ میری سالگرہ ہے,Doctor: Its neither my birthday today…
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,133.0,00:08:26.560,نہ تمہاری۔,Nor yours.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,134.0,00:08:27.840,پھر یہ تحفہ کیا ہے؟,What is this gift for then?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,135.0,00:08:29.360,کل میری گاڑی میں بیٹھنے کے فوراً بعد تم نے کیا کہا؟,What did you say right after you sat in my car yesterday?
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,136.0,00:08:32.080,میں بہت سی باتیں کہتا ہوں۔,I say a lot of things.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,137.0,00:08:33.560,مجھے یاد دلائیں۔,Remind me.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,138.0,00:08:34.600,آپ نے فرمایا کہ ان دنوں بہت گرمی ہے۔,You said that its very hot these days.
Zard Patton Ka Bunn,,,,,,,,,https://www.youtube.com/watch?v=QJdJ53wqFSs,139.0,00:08:37.280,جی ہاں، یہ ہے.,"Yes, it is."
