Drama Name,Episode No#,URL,Sentence No,Start Time,End Time,Urdu Sentence,English Sentence
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,24,00:02:39.240,00:02:45.300,یہ نہیں ہو سکتا اور,"can be done now, and"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,25,00:02:45.300,00:02:48.740,کتنے؟ اس کے لیے,how many have been
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,26,00:02:48.740,00:02:52.920,سچ کا فیصلہ کرنے کے لئے,"wiped out for him to decide the truth,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,27,00:02:52.920,00:02:55.500,یاد رکھیں,remember
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,28,00:02:55.500,00:02:58.040,خدا، میرے بچے کے لیے آپ کو جوابدہ نہ ٹھہرائیں۔,"God, do not hold my child's account with you,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,29,00:02:58.040,00:03:04.040,اس دنیا میں بھی اور عورت کی دنیا میں بھی,"in this world and in the women's world too, bring"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,30,00:03:04.040,00:03:06.400,میرا بیٹا واپس آ گیا ہے,my son back
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,31,00:03:06.400,00:03:29.700,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,32,00:03:29.700,00:03:32.430,کیا کر رہے ہو؟,what are you doing [
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,33,00:03:32.430,00:03:39.300,[موسیقی],Music] [Praise] [Music] [
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,34,00:03:56.870,00:04:09.830,[تعریف],Praise]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,35,00:04:09.830,00:04:13.800,[موسیقی],"[Music] O God,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,36,00:04:19.200,00:04:22.380,میں کیوں واپس آتا رہتا ہوں,"why do I need something again and again  yes,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,37,00:04:22.380,00:04:32.110,تم جانتے ہو,you know
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,38,00:04:32.110,00:04:52.140,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,39,00:04:52.140,00:04:53.910,میرا سکارف کہاں گیا,where has my dupatta gone
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,40,00:04:53.910,00:05:00.540,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,41,00:05:00.540,00:05:11.020,لیکن,but
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,42,00:05:11.020,00:05:14.940,[موسیقی],[music] it
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,43,00:05:14.940,00:05:20.240,یہ واشنگ مشین میں ہوگا۔,must be lying in the washing machine
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,44,00:05:20.240,00:05:22.560,کہ میری بہن کو ہر صبح وہی اسکارف ملتا ہے۔,my sister has to wear the same dupatta every morning don't
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,45,00:05:22.560,00:05:24.780,اسے پہننے کی خواہش کے ساتھ مجھے پریشان نہ کریں۔,waste your time in finding it
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,46,00:05:24.780,00:05:26.960,بتاؤ تمہارا بیٹا کہاں ہے؟,tell me son where it is
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,47,00:05:26.960,00:05:30.260,[موسیقی],[music] it was
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,48,00:05:30.260,00:05:33.780,یہ میری غلطی نہیں تھی، اسے چھوڑنے کا یہی طریقہ تھا۔,"not my mistake leave it, was it the way it was"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,49,00:05:33.780,00:05:37.560,یا وولٹیج اچانک بڑھ سکتا ہے اور سکارف جل سکتا ہے۔,or the voltage was suddenly high the dupatta got burnt
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,50,00:05:39.650,00:05:45.080,[موسیقی],[music] I will
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,51,00:05:45.080,00:05:46.330,میں دکھاؤں گا۔,show you
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,52,00:05:46.330,00:06:27.860,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,53,00:06:27.860,00:06:34.940,معذرت، مجھے لگتا ہے کہ میں غلطی سے جل گیا ہوں۔,sorry believe me it got burnt by mistake
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,54,00:06:34.940,00:06:44.150,میں اپنا دیتا ہوں اور آپ کو بھی,give it to me and you too
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,55,00:06:44.150,00:06:46.950,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,56,00:06:46.950,00:06:47.640,[تعریف],[praise]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,57,00:06:47.640,00:06:58.580,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,58,00:06:58.580,00:06:58.950,[تعریف],[praise]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,59,00:06:58.950,00:07:09.660,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,60,00:07:09.660,00:07:33.990,جیسے میں تمہیں بھول گیا ہوں۔,believe me I should forget you
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,61,00:07:33.990,00:08:03.530,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,62,00:08:03.530,00:08:07.500,[موسیقی],[music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,63,00:08:07.500,00:08:10.140,یہاں آجاؤ، میں آج پانی نہیں چھوڑوں گا۔,"come here Pani, I will not leave you today oh"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,64,00:08:10.140,00:08:13.200,بیٹا منور خدا کے لیے میری بات سنو,son Manor listen to me for God's sake I am a
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,65,00:08:13.200,00:08:15.780,وہ بچہ ہے، مجھ سے غلطی ہوئی، میں تمہیں سمجھاتا ہوں۔,child I made a mistake I will explain it to you
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,66,00:08:15.780,00:08:19.140,کیونکہ آج اس کی پیداوار اسی طرح ہوتی ہے۔,"because she gives birth like this, not today."
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,67,00:08:28.640,00:08:31.440,یا کوئلے کی کان سے نکالا گیا ہیرا,"Or was it a diamond taken out from the coal's ears, if it gets"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,68,00:08:31.440,00:08:37.760,اگر یہ جل جائے تو ایک اور بنایا جائے گا۔,"burnt, another one will be made, she doesn't"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,69,00:08:37.760,00:08:40.620,وہ کچھ نہیں کہتی وہ ہمیشہ مجھے جانتی ہے۔,"say anything, she always knows me,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,70,00:08:40.620,00:08:45.360,آج میرا عنوان ہے مجھے وقت پر جانے دو,"today my heading is, I want to be on time, let's go,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,71,00:08:45.360,00:08:47.410,تم لوگ اندر جاؤ اور تیار ہو جاؤ,you guys also go inside and get ready
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,72,00:08:47.410,00:08:53.700,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,73,00:08:53.700,00:08:56.040,ایڈوکیٹ صاحب، میں ان دونوں کے درمیان ہوں۔,"Lawyer sahab, I get drunk in between these two, I will"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,74,00:08:58.580,00:09:00.600,میں آپ کے لیے چائے لاتا ہوں۔,bring tea for you
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,75,00:09:00.600,00:09:08.540,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,76,00:09:08.540,00:09:23.820,یادداشت خراب ہے۔,"Memory is bad,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,77,00:09:23.820,00:09:26.940,میری قسمت ایک بار چمکے۔,"once my luck shines, first of all I will"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,78,00:09:26.940,00:09:30.120,میں تجھے آگ لگا دوں گا میری کھٹی,"set you on fire, my [ __ ], get"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,79,00:09:30.120,00:09:32.340,شروع کرو، میں تمہیں آگ بتا رہا ہوں۔,"started, I am telling you, I will set you on fire,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,80,00:09:39.020,00:09:41.460,ارے بھائی جلدی کرو ہمیں سکول کے لیے دیر ہو رہی ہے۔,"brother, hurry up, I am getting late for school, friend, do you"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,81,00:09:50.720,00:09:53.840,اپنی بیوی کو سمجھاؤ,"think I have trapped my wife,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,82,00:09:53.840,00:09:56.820,میں ایک پرستار ہوں، ارے میں یہاں کون سے بکس بھروں؟,"hey, what boxes are filled here that will go to jail,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,83,00:10:02.480,00:10:27.120,میں بتا رہا ہوں۔,"I am telling you,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,84,00:10:29.820,00:10:33.360,آپ کا,yours
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,85,00:10:33.360,00:10:37.760,ناظرین اسے یہاں دیکھ سکتے ہیں۔,"Nazreen, look at this,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,86,00:10:37.760,00:10:41.660,میری پیاری خوبصورت بیوی بیمار ہے۔,"my most beloved beautiful wife is ill,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,87,00:10:41.660,00:10:47.000,انگریزی میں کہا جاتا ہے my love my darling,"in English it means my love, my darling,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,88,00:10:47.000,00:10:52.160,اوہ ہو ہو ہو ہو ہو ہو ہو,"oh ho ho ho ho ho,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,89,00:10:52.160,00:10:55.920,بھائی کیا برا شو میں ہوں آپ بیمار ہیں۔,"brother, how bad I am, you are ill"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,90,00:10:55.920,00:10:57.300,اور مجھے پرواہ نہیں ہے کہ کتنا,"and I don't care at all, how"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,91,00:10:57.300,00:11:02.220,میں بیکار ہوں بھائی,"useless I am, brother, don't say"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,92,00:11:02.220,00:11:05.940,کچھ نہ کہو کچھ نہ کہو میں ابھی آتا ہوں۔,"anything, don't say anything, I will come just now,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,93,00:11:05.940,00:11:19.920,آؤ میرے پیارے انتظار کرو,"hey my love, wait,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,94,00:11:19.920,00:11:22.980,میری زندگی,"my love, come and"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,95,00:11:22.980,00:11:32.040,چلو تھوڑا پانی پیتے ہیں۔,drink water
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,96,00:11:32.040,00:11:40.200,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,97,00:11:40.200,00:11:43.640,ٹھیک ہے,okay
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,98,00:11:43.640,00:12:06.920,میری زندگی,"my love, you had"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,99,00:12:06.920,00:12:15.600,آپ کو اتنی دلچسپی تھی، ٹھیک ہے، ڈاکٹر؟,"this much interest, right, doctor"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,100,00:12:15.600,00:12:22.440,صاحب,"sahab, here, here,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,101,00:12:22.440,00:12:25.140,یہاں آپ کی بہو بیمار ہے۔,"your daughter-in-law is ill,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,102,00:12:25.140,00:12:36.020,ڈرامہ باز,"dramabaaz,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,103,00:12:36.020,00:12:38.820,مجھے چکر آ رہا ہے اور مجھے الٹی آ رہی ہے۔,I am dizzy  I am feeling nauseous.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,104,00:12:38.820,00:12:41.640,ارے، اس حالت میں سب کو چکر آ رہے ہیں اور قے ہو رہی ہے۔,Everyone feels dizzy and vomits in this condition.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,105,00:12:41.640,00:12:44.520,بیوی آتی ہے، کوئی نیا بچہ پیدا نہیں ہوتا,Wife is not giving birth to a new child.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,106,00:12:44.520,00:12:46.560,تم یہ کر رہے ہو، ہم نے بھی بچے کو جنم دیا ہے۔,I have also given birth to a child. By the
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,107,00:12:46.560,00:12:49.920,ویسے بھی میں اس حالت میں مفرور ہوں، کسی کو میری پروا نہیں۔,"way, I should take care of her."
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,108,00:12:49.920,00:12:53.820,بھائی، بیٹی ایک ماہ کا انتظار کر رہی ہے۔,"Brother, the daughter is expecting a child. She should"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,109,00:12:53.820,00:12:56.720,دودھ دینا بند کرو,stop her monthly milk.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,110,00:12:56.720,00:13:00.720,ارے ماں انسان کو کبھی اس کی پرواہ کیوں نہیں ہوتی,"Yes, mother, why would I care about her?"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,111,00:13:00.720,00:13:02.940,اس نے نہ اپنے داماد کو ملازمت دلائی اور نہ ہی کوئی کام کروایا,She never got her son-in-law employed or got him married. She
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,112,00:13:02.940,00:13:05.160,نہیں وہ صرف اپنے بڑے داماد سے پیار کرتی ہے۔,only loves her elder son-in-law.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,113,00:13:05.160,00:13:07.920,یہ ایک فکری جسم ہے، کاریں میرا سایہ ہیں۔,This is a thought body. She doesn't even like cars and shadows.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,114,00:13:09.680,00:13:15.800,سنو اور سنو,"Listen, listen,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,115,00:13:15.800,00:13:20.460,خرچہ کون اٹھائے گا بتاؤ کون برداشت کرے گا اس کا مطلب ہے ہم,"who will bear the expenses? Tell me, who will get up? I mean, I will get"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,116,00:13:20.460,00:13:23.460,اٹھ جائے گا,up
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,117,00:13:23.460,00:13:25.880,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,118,00:13:25.880,00:13:29.400,تم مجھے اٹھاؤ گے، صرف تم,"You will get up. Only you,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,119,00:13:29.400,00:13:32.340,لیکن میں کیسے اٹھوں گا پردھان، کہاں سے آؤں گا۔,"but how will I get up. Pradhan, from where will I bring the"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,120,00:13:40.880,00:13:44.460,میں تم سے ان سے پیسے نہیں مانگوں گا۔,"money? I will go and ask my wife for Rs. 20,000."
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,121,00:13:44.460,00:13:47.460,اگر وہ یہاں نہ پوچھے تو مجھے مانگنا پڑے گا۔,"If you don't ask, then it will be"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,122,00:13:47.460,00:14:18.000,آپ کے لیے آگے رہنا مشکل ہے۔,difficult for you to stay here.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,123,00:14:18.000,00:14:24.800,مہربانی فرمائیں,"Please, do"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,124,00:14:24.800,00:14:40.040,کہیں نہیں جانا,n't go anywhere.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,125,00:14:40.040,00:15:07.040,میری بات سنو,Listen to me.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,126,00:15:07.040,00:15:15.680,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,127,00:15:15.680,00:15:18.180,یہ ہے,This is true.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,128,00:15:18.180,00:15:19.750,اور پھر کیا کرنا ہے,And then what should we do? [Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,129,00:15:24.980,00:15:29.580,ہان یہ سچ ہے,"Yes, this is true."
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,130,00:15:29.580,00:15:33.750,اللہ نے مجھے دیا,Allah has given me
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,131,00:15:33.750,00:15:39.000,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,132,00:15:39.000,00:15:42.740,لوگ 4 بیویوں پر ہنستے تھے۔,People laugh at four wives. People
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,133,00:15:42.740,00:15:45.420,جب چار بیٹیاں پیدا ہوتیں تو وہ رونا شروع کر دیتا,start crying when four daughters are born.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,134,00:15:45.420,00:15:45.560,ہیں,[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,135,00:15:45.560,00:15:47.040,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,136,00:15:47.040,00:15:49.920,آپ نے بالکل ٹھیک کہا، یہ حقیقت ہے۔,"You said it absolutely right, really this is the reality"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,137,00:15:49.920,00:15:50.350,دنیا کے,of the world
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,138,00:15:50.350,00:15:56.100,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,139,00:15:56.100,00:15:58.920,جب بیٹیوں کے سروں سے باپ کا سایہ غائب ہو جائے۔,"When the shadow of the father goes away from the daughters, Aunty,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,140,00:16:02.700,00:16:04.980,پھر ان کے وقار کو امان دینا بڑی بات ہے۔,then it is very difficult to give peace to their dignity
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,141,00:16:06.290,00:16:09.900,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,142,00:16:09.900,00:16:13.740,لیکن مجھ میں کبھی ہمت نہیں ہوئی ہری بہت اچھا ہے۔,"But I never had the courage Hari, I know very well, I have been"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,143,00:16:15.440,00:16:18.840,میں برسوں سے آپ کی خدمت کر رہا ہوں۔,"serving you for years,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,144,00:16:18.840,00:16:20.480,اللہ کے پاس ہے,Allah has
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,145,00:16:27.740,00:16:30.360,آپ سے ملتے ہیں,"met you because of these daughters,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,146,00:16:30.360,00:16:32.760,اب اسے دیکھو,"now see,"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,147,00:16:32.760,00:16:35.940,ثانیہ اور ہانیان کب ملے تھے ماشااللہ,Sania and Haniya have become part of their
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,148,00:16:35.940,00:16:39.480,آپ کا گھر بن گیا,"own family, Mashallah. If"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,149,00:16:39.480,00:16:42.840,اللہ نے چاہا تو اب ہمارا بھی نور,"Allah wishes, now our Noor will also get"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,150,00:16:42.840,00:16:43.850,شادی ہو جائے گی,married
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,151,00:16:43.850,00:16:54.700,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,152,00:16:54.700,00:17:09.000,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,153,00:17:09.000,00:17:11.760,لیکن بوا (خالہ) نے مجھے ہریانوی کی شادی کے بارے میں بہت کچھ بتایا,"But Aunty, I regret Haniya's marriage a lot"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,154,00:17:12.850,00:17:16.260,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,155,00:17:16.260,00:17:19.400,اگر میرے ساتھ,If you had
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,156,00:17:20.600,00:17:24.960,میں مرنے سے پہلے اپنی زبان طلعت کو نہ دیتا,"not given your word to Talat before dying with me [Music],"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,157,00:17:24.960,00:17:29.820,پھر میں ہانیہ کی شادی فرحان سے نہیں کروں گا۔,then I would never have been able to get Haniya married to Farhan.
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,158,00:17:42.180,00:17:47.170,صرف کھیل کھیلو,"Just play, Saima"
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,159,00:17:47.170,00:17:59.110,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,160,00:17:59.110,00:18:04.980,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,161,00:18:04.980,00:18:08.580,انشاءاللہ,Inshallah
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,162,00:18:08.580,00:18:46.580,[موسیقی],[Music]
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,163,00:18:46.580,00:18:49.410,بس مجھے یہ بتاؤ,Just tell me this much
Mere damad,1,https://www.youtube.com/watch?v=ia3XCcKF11Q,164,00:18:49.410,00:18:52.780,[موسیقی],[Music]
