Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,15.0,00:01:21.020,دن بھر پابندیاں۔,Restrictions all around the day.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,16.0,00:01:22.330,کہاں جا رہے ہو،,"Where are you going,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,17.0,00:01:23.800,کس سے مل رہے ہو،,"whom are you meeting,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,18.0,00:01:25.830,ایسا لگتا ہے کہ ہمیں,It seems as if we will have
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,19.0,00:01:28.440,اوہ، خدا، واقعی؟,"Oh, God, really?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,20.0,00:01:31.520,ہاں یار!,"Yes, man!"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,21.0,00:01:32.640,میرا مطلب ہے، کیا آپ تصور کر سکتے ہیں؟  اس نے,"I mean, can you imagine? He has"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,22.0,00:01:34.630,اور اسے کالج جانے سے بھی منع کر دیا ہے۔,and forbidden her to go to college even.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,23.0,00:01:36.020,وجہ؟  وہ کسی لڑکے سے بات کر رہی تھی۔,Reason? She was talking to some guy.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,24.0,00:01:38.740,میرا مطلب ہے، تو کیا؟,"-I mean, so what?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,25.0,00:01:40.750,میرا مطلب ہے کہ اس نے,I mean he took her out from college
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,26.0,00:01:44.790,- میں اس پر یقین نہیں کر سکتا۔,-I can't believe this.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,27.0,00:01:49.080,خدا کا شکر ہے، وہ میرے والد نہیں ہیں۔,"Thank God, he isn't my dad."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,28.0,00:01:51.510,اگر وہ ہوتا بھی تو تم کیا کر سکتے تھے؟,"Even if he were, what could have you done?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,29.0,00:01:55.380,یا تو میں,Either I would have run away
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,30.0,00:01:57.400,یا وہ اب تک مجھ سے انکار کر چکا ہوتا۔,or he would have disowned me by now.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,31.0,00:02:00.180,اوہ چلو، کام کرنے سے کہیں زیادہ آسان کہا۔,"Oh come on, easier said than done."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,32.0,00:02:04.060,باہر نکلنے کا اختیار صرف,The option to walk out is just
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,33.0,00:02:09.860,اس کے علاوہ،,"Other than that,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,34.0,00:02:14.550,ویسے,"By the way,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,35.0,00:02:18.490,آپ نے ابھی کس کا نام لیا؟,Whose name did you just take.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,36.0,00:02:21.430,کیوں، تم نے اس کے ساتھ کیا کیا؟,"-Why, what did you do with her?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,37.0,00:02:25.080,اوہ، تو تم نے بھی اس کے ساتھ لڑائی کی ہے؟,"Oh, so you have fought with her as well?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,38.0,00:02:27.260,میں اسے لینے خالہ کے پاس گیا،,"I went to aunt's to pick her up,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,39.0,00:02:29.290,خالہ نے انکار کر دیا،,"aunt declined,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,40.0,00:02:32.680,میرا مطلب ہے، اس نے ایک بار بھی اصرار نہیں کیا۔,"I mean, she didn't insist even once."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,41.0,00:02:35.130,زید، وہ ایک لفظ بھی نہیں کہتی۔,"Zaid, she doesn't say a word as is."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,42.0,00:02:37.340,اور خاص کر وہ بڑوں کے سامنے بات نہیں کرتی۔,And specially she doesn't talk
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,43.0,00:02:40.490,ہم اسے اتنا جانتے ہیں۔,We know her that much.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,44.0,00:02:42.700,ٹھیک ہے، چلو,"Okay, fine, let's talk about"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,45.0,00:02:46.610,میں اچھی طرح جانتی ہوں کہ تمہارا غصہ,I know very well that your anger
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,46.0,00:02:50.830,اچھا زید کچھ کہوں؟  برا,"Well, Zaid, may I say something?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,47.0,00:02:56.800,نہ مانیں پلیز۔  مجھے,Please don't mind.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,48.0,00:03:00.030,تمہارے گھر کا ماحول پسند نہیں ہے۔,-I don't like the environment of your house.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,49.0,00:03:05.210,میں آپ کو بتاتا ہوں، یہ والدین...,"I tell you, these parents..."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,50.0,00:03:07.060,انہوں نے اپنے دور میں سب کچھ کیا ہے،,"They have done everything in their times,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,51.0,00:03:09.210,اور جب ہماری باری آتی ہے،,"and when it's our turn,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,52.0,00:03:13.420,میری سمجھ میں نہیں آتا کہ,I don't understand
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,53.0,00:03:16.500,میں ایسے ماحول میں نہیں رہ سکتا۔,I can't live in such an environment.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,54.0,00:03:18.710,تم کیوں زور دے رہی ہو،,"Why are you stressing out,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,55.0,00:03:23.960,میرے گھر کا ایک ہی اصول ہے،,"There is one rule at my house,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,56.0,00:03:28.060,اور اس کی وجہ سے، میں ایک آزاد پرندہ ہوں۔,"And because of that, I'm a free bird."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,57.0,00:03:32.820,میرے پاس اڑنے کے لیے پورا آسمان ہے۔,I have the whole sky to fly.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,58.0,00:03:37.520,واقعی؟  اور کیا ہوگا اگر,Really? And what if
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,59.0,00:03:42.280,امی پہلی بات تو میں,"Mm, firstly, I am not going"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,60.0,00:03:47.890,اور دوسری بات یہ کہ اگر کوئی ایسا کرنے سے تھک گیا,"And secondly, if any one tires to do so,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,61.0,00:03:51.320,تو میں اپنے پنجرے سے باہر نکل کر,"then I'll break out from my cage,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,62.0,00:03:55.870,ٹھیک ہے، وقت بتائے گا.,"Well, time will tell."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,63.0,00:03:57.840,آپ نے تو آنٹی کی طرح باتیں کرنا شروع کر دیں۔  - ٹھیک ہے،,You just started talking like an auntie.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,64.0,00:04:00.710,ٹھیک ہے.  -یہ لے,"-Right, right."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,65.0,00:04:02.820,خوش ہو جاؤ، اور اسے پیو۔,"Cheer up, and drink it."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,66.0,00:04:15.490,ارے نوشین آؤ بیٹھو۔,"Hey, Nosheen, come, sit down."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,67.0,00:04:19.190,نہیں میں نہیں بیٹھوں گا،,"No I won't sit,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,68.0,00:04:22.720,سیل فون؟  یہ یہیں کہیں تھا۔,Cell phone? It was right here somewhere.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,69.0,00:04:28.370,تو، اب آپ یہ بھی نہیں جانتے کہ,"So, now you don't even know"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,70.0,00:04:31.050,نہیں، اصل میں اس وقت ماں اسے استعمال کر رہی تھی...,"No, actually mother was using it then..."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,71.0,00:04:35.560,مجھے نہیں معلوم کہ اس نے اسے کہاں رکھا تھا۔,I don't know where she kept it.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,72.0,00:04:37.890,اوہ، یہ یہاں ہے.,"Oh, here it is."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,73.0,00:04:42.920,بیٹری صرف 10% ہے۔,Battery is 10% only.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,74.0,00:04:48.400,بہرحال، میں اسے کچھ دیر میں واپس کرنے جا رہا ہوں،,"Anyway, I'm going to return it in a while,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,75.0,00:04:52.670,-سنو...,-Listen...
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,76.0,00:04:56.020,آپ یہاں بیٹھ کر بھی کال کر سکتے ہیں۔,You can call sitting here too.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,77.0,00:05:00.090,کیوں؟  تمہیں کیا لگتا ہے، میں,"Why? What do you think, I am going"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,78.0,00:05:04.640,نہیں، میں... میرا یہ مطلب نہیں تھا۔,"No, I... I didn't mean that."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,79.0,00:05:08.690,پریشان نہ ہوں، میں اسے تھوڑی دیر میں واپس کر دوں گا۔,"Don't worry, I'll return it in a while."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,80.0,00:05:19.070,اگر والد صاحب اسے میرا سیل فون استعمال کرتے ہوئے دیکھتے ہیں تو کیا ہوگا؟,What if dad sees her using my cell phone?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,81.0,00:05:25.160,وہ مجھ پر سے اپنا بھروسہ کھو دے گا۔,He will lose his trust on me.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,82.0,00:05:59.130,سب کچھ ٹھیک ہے بہن؟,"Every thing all right, sister?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,83.0,00:06:04.780,ماں جس کا ایک بچہ,"A mother, whose one child has been thrown"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,84.0,00:06:08.060,اور دوسرا باہر نکالنے والا ہو،,"and other is about to be thrown out,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,85.0,00:06:11.570,وہ کیسی ہو گی؟  ایسا,how would she be?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,86.0,00:06:19.450,لگتا ہے کہ مصیبتیں میرا مقدر بن گئی ہیں۔,It's like troubles have become my fate.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,87.0,00:06:22.540,فکر نہ کرو بہن۔,"Don't worry, sister."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,88.0,00:06:27.630,دن سے حماد کا انکار ہوا ہے،,"Since the day Hammad has been disowned,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,89.0,00:06:31.360,میں,I haven't slept peacefully
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,90.0,00:06:35.300,بالکل.,Of course.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,91.0,00:06:37.390,میں جانتا ہوں کہ ماں کیا گزرتی ہے۔,I know what a mother goes through.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,92.0,00:06:42.230,پتہ نہیں وہ کیسے گزارا ہو گا،,"Don't know how he would be living,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,93.0,00:06:46.880,کیا,Is it such a big crime
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,94.0,00:06:52.100,بہن۔,"-No, sister."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,95.0,00:06:58.560,کیا؟,What?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,96.0,00:07:02.900,-میں؟,-Me?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,97.0,00:07:06.980,تمہارے بھائی نے تم سے وعدہ کیا تھا کہ,Your brother promised you
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,98.0,00:07:14.370,ہاں بہن، اس نے کیا۔,"Yes, sister, he did."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,99.0,00:07:18.490,اور جب حماد نے اس سے شادی نہیں کی تو,"And when Hammad didn't marry her,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,100.0,00:07:21.370,تم نے بہت رویا ہوگا اور رویا ہوگا۔,Then you must have cried and wailed a lot.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,101.0,00:07:24.220,بہن آپ مجھے غلط سمجھ رہی ہیں۔,"Sister, you are taking me wrong."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,102.0,00:07:29.520,حماد، نوشین,"Hammad, Nosheen..."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,103.0,00:07:34.530,میرا اپنا خون ہیں۔,are my own blood.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,104.0,00:07:39.430,وہ میرے بھائیوں کے بچے ہیں۔,They are my brothers' children.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,105.0,00:07:42.290,اور جس نے مجھے پناہ دی، اس نے,"And the one who gave me shelter,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,106.0,00:07:46.320,میری بیٹی سے اس طرح پیار کیا جیسے ایک باپ کرتا ہے۔,loved  my daughter like a father does.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,107.0,00:07:53.250,میں اس کے لیے کچھ برا کیوں چاہوں گا؟,Why would I want anything bad for him?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,108.0,00:07:58.510,کبھی نہیں,Never.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,109.0,00:08:00.140,ٹھیک ہے، صرف آپ ہی بہتر جانتے ہیں کہ,"Well, only you know best"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,110.0,00:08:08.560,میں...,I...
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,111.0,00:08:11.700,میں اس گھر میں,I didn't come to this house
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,112.0,00:08:23.500,میری...,My...
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,113.0,00:08:27.160,مجبوریاں مجھے اس گھر تک لے آئیں۔,compulsions brought me to this house.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,114.0,00:08:36.090,مجبوریاں...,Compulsions...
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,115.0,00:08:39.830,جس میں عورت...,in which a woman...
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,116.0,00:08:43.360,خاص کر ایک ماں...,specially a mother...
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,117.0,00:08:47.810,بے بس اور بے سہارا ہو جاتی ہے۔,becomes helpless and without any support.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,118.0,00:08:55.540,میں اللہ سے دعا کرتا ہوں کہ,I pray to God
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,119.0,00:08:58.620,کسی عورت کو اس طرح کا امتحان نہ دے۔,never to test any woman in such a way.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,120.0,00:09:04.920,خدا ان کے شوہر کی,May God keep her husband's
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,121.0,00:09:09.280,ٹھیک ہے، اب جا کر اپنے بھائی کو,"Okay, now go and tell your brother"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,122.0,00:09:13.150,تاکہ ہماری لڑائی ہو,"so that we have a fight,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,123.0,00:09:15.830,اور وہ ہماری زندگی کو اور بھی جہنم بنا دے۔,and he makes our lives even more hell.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,124.0,00:09:29.300,زید,"Zaid,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,125.0,00:09:31.530,تم یہاں ہو اور تم نے مجھے بتایا بھی نہیں؟,"you're here, and you didn't even tell me?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,126.0,00:09:35.620,کیا ہوا؟  یہ کیسے چلا؟,What happened? How did it go?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,127.0,00:09:39.240,ارے... میں تم سے بات کر رہا ہوں۔,Hey... I'm talking to you.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,128.0,00:09:42.590,میں تم سے بات نہیں کرنا چاہتا۔,I don't want to talk to you.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,129.0,00:09:44.540,زید تمہیں کیا ہوا ہے؟,"Zaid, what is wrong with you?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,130.0,00:09:47.060,کم از کم یہ تو بتاؤ۔,At least tell me that.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,131.0,00:09:48.990,اوہ کتنی معصومیت ہے، جیسے تم نہیں جانتے۔,"Oh, how innocent, as if you don't know."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,132.0,00:09:52.540,ڈرامہ کوئین بننا چھوڑو زید,"Stop being a drama queen, Zaid,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,133.0,00:09:58.380,تم میرے ساتھ زویا کے پاس کیوں نہیں آئے؟,Why didn't you come with me to Zoya's?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,134.0,00:09:59.910,اے خدا، زید۔   کیا,"Oh, God, Zaid."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,135.0,00:10:03.470,تم اچھی طرح جانتے ہو کہ میں کیوں نہیں گیا۔,You know it well why I didn't go.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,136.0,00:10:07.520,-ماں نے مجھے کہا کہ نہیں، آپ کے سامنے۔,"-Mother told me not to, in front of you."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,137.0,00:10:11.940,آپ اصرار نہیں کر سکتے تھے؟,Couldn't you insist?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,138.0,00:10:13.740,جب اس نے مجھے ایک بار نہ جانے کا کہا تو,"When she told me once not to go,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,139.0,00:10:17.310,ہاں، ظاہر ہے، اگر کوئی شخص,"Yes, obviously, a person asks again"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,140.0,00:10:21.670,لیکن تم خود میرے ساتھ نہیں آنا چاہتی تھی۔,But you didn't want to come
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,141.0,00:10:23.730,ٹھیک ہے، اور میں یہ کیوں چاہوں گا؟,"Okay, and why would I want that?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,142.0,00:10:26.630,میں اس کے بارے میں نہیں جانتا  لیکن پلیز،,"I don't know about that. But please, go"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,143.0,00:10:31.560,زید تم,"Zaid, you are getting angry"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,144.0,00:10:34.540,اوہ، واقعی،,"Oh, really,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,145.0,00:10:37.300,پھر کیوں پریشان ہوں، اس بحث کو ختم کریں۔,"Why bother then, end this discussion."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,146.0,00:10:39.190,تم صرف,You are just looking
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,147.0,00:10:45.750,مجھے تمہاری یہ عادت اچھی نہیں لگتی،,"I just don't like this habit of yours,"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,148.0,00:10:49.570,تم جانتے ہو کیا؟,You know what?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,149.0,00:10:55.020,ایسا نہیں ہے؟  اس لیے,Isn't it so? That's why
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,150.0,00:10:59.360,زید تم اتنے بچکانہ کیوں ہو رہے ہو؟,"Zaid, why are you being so childish?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,151.0,00:11:02.780,حالات کو مت گھماو آئمہ مجھے جواب دو۔,"Don't twist the situation, Aima, answer me."
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,152.0,00:11:04.860,آپ کس بات کا جواب دیں؟,Answer you for what?
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,153.0,00:11:07.560,پہلے تو آپ میرے ساتھ کیوں نہیں آئے؟,"Firstly, why didn't you come with me?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,154.0,00:11:11.770,اور دوسری بات یہ کہ آپ مجھے پسند کرتے ہیں یا نہیں؟,"And secondly, do you like me or not?"
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,155.0,00:11:14.270,اور میں ابھی جواب چاہتا ہوں۔,And I want the answers right now.
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,156.0,00:11:17.130,زید میں,Zaid I do not question
Unchahee,,,,,,,,,https://www.youtube.com/watch?v=CWjl-ijZYoE,157.0,00:11:21.250,جب اس نے مجھے ایک بار منع کیا تو,"When she forbade me once,"
