Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,18.0,00:01:58.720,آپ نے شہروز کو کیوں کہا کہ میں نے ان سے گدھا اور اُلو کہا ہے؟,Why you've told Mr. Shehroz that I said an ass and owlet to him?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,19.0,00:02:02.200,نہیں جناب، میں نے اسے کچھ نہیں بتایا،,"No sir, I didn't told him anything,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,20.0,00:02:03.980,اس نے مجھ سے پوچھا کہ,he asked me that
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,21.0,00:02:05.400,اس کے جانے کے بعد کیا ہوا؟  پھر میں نے اس سے کہا۔,what happened after he left. Then I told him.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,22.0,00:02:08.740,واہ مس مینڈی واہ،,"Wow Miss Mandy wow,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,23.0,00:02:09.980,اس نے پوچھا اور تم نے بتایا،,"he asked and you told him,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,24.0,00:02:12.240,میں پوچھ رہا ہوں کیوں، تم نے اسے کیوں بتایا؟,"I am asking why, why you told him?"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,25.0,00:02:14.680,جناب میں جھوٹ نہیں بول سکتا۔,"Sir, I can't tell a lie."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,26.0,00:02:16.560,آپ جانتے ہیں کہ آپ کی سچائی سے کمپنی کو کتنا نقصان اٹھانا پڑا؟,You know how much the company had to bear loss due to your truth?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,27.0,00:02:20.040,میں یہ برداشت نہیں کر سکتا,I can't tolerate that
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,28.0,00:02:21.580,اور آپ بھی،,"and you as well,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,29.0,00:02:22.740,آپ کے پاس دو منٹ ہیں،,"you have two minutes,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,30.0,00:02:24.340,اپنی یہ سچی اور سکوٹر کی سیٹ چہرے کی طرح لے لو اور گم ہو جاؤ۔,take your's this true and scooter's seat like face and get lost.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,31.0,00:02:28.880,یعنی جناب میں اپنی سیٹ پر واپس جا سکتا ہوں؟,Means sir I can go back to my seat?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,32.0,00:02:30.740,اپنی سیٹ پر واپس نہیں جاؤ، اس دفتر سے ہمیشہ کے لیے نکل جاؤ۔,"Not back to your seat, go out of this office, forever."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,33.0,00:02:35.140,لیکن جناب..,But Sir..
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,34.0,00:02:36.460,باہر نکلیں!,Get out!
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,35.0,00:02:38.480,جناب..,Sir..
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,36.0,00:02:39.260,مس مینڈی، میں نے کہا باہر نکلیں اس کی,"Miss Mandy, I said get out"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,37.0,00:02:44.920,سادگی اور ایمانداری کی وجہ سے,Due her simplicity and honesty
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,38.0,00:02:48.040,یہ بے بس ایک یا دو ہفتے سے زیادہ اپنا ہر کام جاری نہیں رکھ سکتی,"this helpless can't continue her every job more than a week or two,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,39.0,00:02:55.120,اور وہ اس اداسی سے کیسے چھٹکارا پاتی ہے،,"and how she gets rid of this sadness,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,40.0,00:02:58.580,آپ بھی دیکھیں۔,see it too by yourselves.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,41.0,00:03:22.900,یہ لوڈ شیڈنگ..,This load shedding..
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,42.0,00:04:20.000,اور چلو ہم آپ کو ایک آنے والی فلم کی شوٹنگ دکھانے جارہے ہیں۔,And come on we are going to show you shooting of an upcoming movie.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,43.0,00:04:24.340,لائٹس,Lights
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,44.0,00:04:25.880,کیمرہ,Camera
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,45.0,00:04:27.880,ایکشن,Action
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,46.0,00:04:31.340,یہ،,"This,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,47.0,00:04:32.200,آپ مجھ سے یہ کہہ رہے ہیں؟,you're saying this to me?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,48.0,00:04:33.280,مجھے؟,To me?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,49.0,00:04:34.280,آپ سے محبت کرنے سے پہلے کس نے نہیں سوچا کہ آپ کا چہرہ گدھے کی چبھن جیسا ہے…,Who didn't thought before loving you that you face is like donkey's chump…
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,50.0,00:04:38.300,کٹ کٹ,Cut
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,51.0,00:04:38.900,، کٹ، کٹ،,"Cut, cut, cut,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,52.0,00:04:39.600,کیا کہہ رہے ہو؟,what are you saying?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,53.0,00:04:40.940,وہ اس فلم کا ہیرو ہے، ہیرو،,"He is the hero of this film, hero,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,54.0,00:04:44.120,اور اس کا چہرہ آپ کو گدھے کی چبھن جیسا لگتا ہے؟,and his face looks like donkey's chump to you?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,55.0,00:04:47.680,اسکرپٹ میں لائن کیا ہے؟  اسکرپٹ میں لائن کیا ہے؟,What is the line in script? What is the line in script?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,56.0,00:04:51.480,سر، سر، سکرپٹ میں لائن کچھ اور ہے لیکن وہ ایسا ہی لگ رہا ہے۔,"Sir, Sir, the line in script is something else but he is looking like that."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,57.0,00:04:55.060,کیا؟,What?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,58.0,00:04:56.340,مطلب کیا میں آپ کو گدھے کی طرح لگ رہا ہوں؟,Means Am I looking like a donkey's chump to you?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,59.0,00:04:59.720,پیک اپ,Packup
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,60.0,00:05:00.460,میں، میں اس کے ساتھ کام نہیں کر سکتا۔,"I, I can't work with her."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,61.0,00:05:02.080,او، فرحان بھائی، پلیز..,"OO, Farhan Bro, Please..Please"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,62.0,00:05:02.980,پلیز اسے میرے لیے ایک اور موقع دیں،,Please give her one more chance for me
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,63.0,00:05:06.760,ہم اسے دوبارہ کریں گے، ہم دوبارہ کریں گے، تیار؟,"we'll do it again, we'll do it again, ready?"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,64.0,00:05:08.860,ہم پھر کریں گے,We'll do it again
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,65.0,00:05:09.760,سر اب ٹھیک کریں گے، مجھے اب یاد آیا۔,"Sir now will do it fine, I remembered it now."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,66.0,00:05:14.120,ساؤنڈ,Sound
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,67.0,00:05:15.600,کیمرہ,Camera
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,68.0,00:05:17.260,ایکشن,Action
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,69.0,00:05:19.860,تم یہ مجھ سے کہہ رہے ہو؟,You're saying this to me?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,70.0,00:05:21.560,مجھے؟,To me?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,71.0,00:05:23.700,تم جیسے ہوس کے پجاری سے کس نے محبت کی؟,Who loved a priest of lust like you?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,72.0,00:05:26.320,کٹ، کٹ، کٹ، میڈم اسکرپٹ سے لائن بولو، اسکرپٹ سے لائن بولو میری ماں، پلیز۔,"Cut, cut, cut, Madam Say the line from script, say the line from script my mother, pleaseee."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,73.0,00:05:33.520,معذرت جناب، آخری..,"Sorry sir, last.."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,74.0,00:05:34.620,ہم اسے دوبارہ کریں گے۔,We'll do it again.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,75.0,00:05:36.580,ہم آخری لیں گے سر۔,We'll have the last take Sir.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,76.0,00:05:43.140,لائٹس,Lights
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,77.0,00:05:44.580,ساؤنڈ,Sound
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,78.0,00:05:46.200,کیمرہ,Camera
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,79.0,00:05:47.300,ایکشن,Action
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,80.0,00:05:48.320,آپ مجھ سے یہ کہہ رہے ہیں؟,You're saying this to me?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,81.0,00:05:50.220,مجھے؟,To me?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,82.0,00:05:52.160,آپ سے محبت کرنے سے پہلے کس نے نہیں سوچا کہ آپ کو گیس کا گندا مسئلہ ہے، آپ کے ساتھ گاڑی میں….,"Who didn't thought before loving you that you have a dirty gas problem, with you in the car…."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,83.0,00:05:58.920,کٹ کٹ،,Cut
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,84.0,00:05:59.680,کٹ، کٹ,"Cut, Cut, Cut"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,85.0,00:06:01.760,چپ کرو اور کھو جاؤ کھو جاؤ،,Shut up and get lost
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,86.0,00:06:03.340,کھو جاؤ,"get lost, get lost"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,87.0,00:06:05.560,پیک اپ,Pack up
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,88.0,00:06:06.660,سینڈی،,"Sandy,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,89.0,00:06:07.520,گھر والوں کے منع کرنے کے باوجود,"despite the prohibition of the family,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,90.0,00:06:10.480,ہیروئن نکلی،,"turned out to be a heroin,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,91.0,00:06:12.360,لیکن وہ اتنی بری اداکار ہے کہ فلم کی شوٹنگ تو بہت دور کی بات ہے،,"but she is such a bad actor that shooting a film is too far,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,92.0,00:06:17.060,ایک اشتہار میں حالات ایسے ہیں..,situation in an ad is like this..
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,93.0,00:06:19.920,ایکشن,Action
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,94.0,00:06:20.640,چلبلی بام، ہاتھ کے درد کا معاشی علاج،,"Chulbuli Balm, economic cure for hand pain,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,95.0,00:06:23.320,پیٹ کا درد……، سر کا درد….,"abdominal pain…, head ache……."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,96.0,00:06:30.300,دوبارہ کاٹیں گے، دوبارہ کریں گے، دوبارہ کریں گے,"again, will do it again, will do it again"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,97.0,00:06:33.520,ایکشن۔,Action.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,98.0,00:06:34.280,چلبلی بام، ہر درد کا معاشی علاج،,"Chulbuli balm, economic cure for every pain,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,99.0,00:06:37.120,سر کا درد، پیٹ کا درد، پٹھوں کا درد،,"head ache, abdominal pain, muscle pain,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,100.0,00:06:39.480,بہو یا ساس کی پٹائی۔,beaten by daughter in law or mother in law..
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,101.0,00:06:41.720,اوہ، یار میں تمہیں اور کتنے چانس دوں؟,"OH, dude how many more chances I should give to you?"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,102.0,00:06:48.100,لیکن مجھے آپ کے چہرے پر ترس آتا ہے،,"But I take pity on your face,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,103.0,00:06:52.080,لیکن یہ آخری بار ہے،,"but this is last time,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,104.0,00:06:54.920,میں آپ کو بتا رہا ہوں کہ یہ آخری بار ہے۔,I am telling you this is last time.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,105.0,00:06:56.460,ٹھیک ہے,Ok.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,106.0,00:06:57.080,اس سے زیادہ نہیں۔,Not anymore than this.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,107.0,00:06:57.840,جناب آخری موقع۔,Sir last chance.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,108.0,00:06:58.780,ہم دوبارہ کریں گے، ہم دوبارہ کریں گے۔,"We'll do it again, we'll do it again."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,109.0,00:07:01.760,ٹھیک ہے جناب، ہم اسے دوبارہ کریں گے۔,"Ok sir, we'll do it again."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,110.0,00:07:05.520,عمل,Action
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,111.0,00:07:06.720,چلبلی بام، ہر درد کا معاشی علاج،,"Chulbuli balm, economic cure for every pain,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,112.0,00:07:09.280,سر کا درد، پیٹ کا درد، پٹھوں کا درد، دردِ محبت۔,"head ache, abdominal pain, muscle pain, pain of love."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,113.0,00:07:12.240,عمل,Action
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,114.0,00:07:12.740,کلمولی - بام،,"Kulmuli - Balm,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,115.0,00:07:14.160,چ، چبولی بام، چلبلی بام۔,"Ch, Chubuli Balm, chulbuli balm."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,116.0,00:07:15.800,عمل,Action
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,117.0,00:07:16.440,چلبلی بام،,"Chulbuli balm,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,118.0,00:07:17.560,ہر درد کا معاشی علاج،,"economic cure for every pain,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,119.0,00:07:19.000,پیٹ کا درد،،،،،، سر کا درد۔,"abdominal pain,,,,,, Head ---ache."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,120.0,00:07:22.660,اسے باہر پھینک دو،,"Throw her out,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,121.0,00:07:25.400,اسے باہر پھینک دو،,"throw her out,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,122.0,00:07:27.860,اسے باہر پھینک دو، اسے باہر پھینک دو، اسے باہر پھینک دو.,"throw her out, throw her out, throw her out."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,123.0,00:07:33.700,سوری سر، سوری، سر پلیز آخری موقع،,"Sorry Sir, sorry, sir please last chance,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,124.0,00:07:36.120,مجھے چھوڑ دیں،,"leave me,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,125.0,00:07:37.080,سر پلیز۔,sir please.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,126.0,00:07:38.660,اس طرح اداکاری کرتے ہوئے,"Acting like this,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,127.0,00:07:41.360,وہ اسی حالت میں ہے جس,she is in the same condition
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,128.0,00:07:43.720,میں ہمارا پہلا کردار مینڈی ہے،,"as our first character Mandy is in,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,129.0,00:07:47.540,اور اب اس کے پاس رہنے کی جگہ نہیں ہے,and now she has not more a place to live
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,130.0,00:07:51.340,کیونکہ اس کے مالک مکان نے اسے تین ماہ کا کرایہ ادا نہ کرنے کی وجہ سے وارننگ دی تھی۔,because her landlord gave her warning due to non-payment of three months rent.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,131.0,00:07:57.340,اگر اس نے شام تک کرایہ نہ دیا تو,"If she didn't pay the rent till dusk,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,132.0,00:08:00.400,وہ اس کی چیزیں بیچ کر اپنا نقصان پورا کرے گا،,"he'll sell her things and cover his loss,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,133.0,00:08:04.780,پھر دیکھو کیا ہوتا ہے,then see what happens
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,134.0,00:08:11.300,یا اللہ، مجھے لگتا ہے کہ یہ لڑکی زندگی سے مایوس ہو کر خودکشی کر رہی ہے،,"Oh God, I think that this girl is disappointed from life and committing suicide,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,135.0,00:08:15.700,میں اسے کبھی ایسا کرنے نہیں دوں گا،,"I'll never allow her to do so,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,136.0,00:08:21.420,تم کیا کر رہی ہو، کیا تم نہیں دیکھ رہے ہو؟,"what are you doing, can't you see?"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,137.0,00:08:23.400,اوہ ہیلو، تم کون ہو؟,"Oh hello, who are you?"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,138.0,00:08:25.020,کیا تم پاگل ہو؟,Are you mad?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,139.0,00:08:26.220,تم نہیں جانتے کہ خودکشی حرام ہے؟,You don't know that committing suicide is forbidden?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,140.0,00:08:28.240,ہاں میں جانتا ہوں؟,Yes I know?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,141.0,00:08:29.140,پھر تم ایسا کیوں کر رہے تھے؟,Then why you were doing so?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,142.0,00:08:31.280,کیا؟,What?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,143.0,00:08:32.180,خودکشی  اور کیا؟,Suicide. And what?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,144.0,00:08:33.860,میں، جب میں خودکشی کر رہا تھا؟,"Me, when I was committing suicide?"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,145.0,00:08:36.960,بیوقوف، جب بھی کوئی جان بوجھ کر گاڑی سے پہلے اپنی جان دینے کی کوشش کرتا ہے اسے خودکشی کہتے ہیں۔,"Stupid, whenever someone knowingly tries to give his life before a vehicle is called suicide."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,146.0,00:08:41.740,اوہ گاڈ,Oh God
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,147.0,00:08:43.440,یو پاگل میں ہینڈ فری پر آنٹی سے بات کر رہا تھا،,"you maniac I was talking to aunt on handsfree,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,148.0,00:08:47.760,خدا کا شکر ہے کہ,Thank God
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,149.0,00:08:49.840,آپ نے میری جان بچائی،,"by the way thank you for saving my life,"
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,150.0,00:08:53.260,میں مینڈی ہوں۔,I am Mandy.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,151.0,00:08:54.560,اور میں مشہور فلم اسٹار سینڈی ہوں۔,And I am famous film star Sandy.
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,152.0,00:08:57.440,مشہور فلم اسٹار؟,Famous film star?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,153.0,00:08:59.220,لیکن میں نے یہ نام پہلے نہیں سنا؟,But I haven't heard this name before?
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,154.0,00:09:02.880,میرا مطلب ہے مستقبل کی مشہور فلم اسٹار سینڈی۔,"I mean the famous film star of future, Sandy."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,155.0,00:09:06.480,اوہ ٹھیک ٹھیک، مستقبل سے۔,"Oh right right, from the future."
Darlings,,,,,,,,,https://www.youtube.com/watch?v=Gr9UyxQYjO4,156.0,00:09:09.240,ہاں میں,Yes
