Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence,Start Time,End Time
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,25.0,00:06:12.680,چلو۔,Come on.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,26.0,00:06:14.400,میں نے اسے چھپنے کو کہا،,"I told him to hide,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,27.0,00:06:16.120,لیکن وہ نہیں مانا۔,but he didn’t agree.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,28.0,00:06:18.800,یہ پڑھیں۔,Read this.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,29.0,00:06:20.600,یہ چالاک آدمی ہم دونوں سے آگے نکل رہا ہے۔,This sly guy is getting ahead of both of us.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,30.0,00:06:24.840,واہ۔,Wow.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,31.0,00:06:28.360,بلال عبداللہ نے آپ کو بلایا۔,Bilal Abdullah called you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,32.0,00:06:30.880,جی ہاں,Yes.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,33.0,00:06:33.800,آپ خوش قسمت ہیں۔,Lucky you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,34.0,00:06:34.880,یہ بات ہے!,That’s the thing!,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,35.0,00:06:38.720,مجھے فون آیا۔,I got a call.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,36.0,00:06:42.600,کال کریں۔,Call.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,37.0,00:06:43.680,کال کریں۔,Call.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,38.0,00:06:46.640,آپ کے بارے میں کیا خیال ہے؟,What about you?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,39.0,00:06:47.600,کچھ بھی نہیں۔  میں نے اپلائی بھی نہیں کیا۔,Nothing. I didn’t even apply.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,40.0,00:06:50.200,کیوں؟,Why?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,41.0,00:06:51.080,آپ نے کہا تھا کہ آپ درخواست دے رہے ہیں۔,You had said you are applying.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,42.0,00:06:53.080,اس دن پاپا نے فون نہیں کیا۔,Papa didn’t call that day.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,43.0,00:06:55.480,تو کیا پاپا نے نہیں کہا؟,"So, did Papa say no?",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,44.0,00:06:57.200,اس نے کہا نہیں، اور یہ بھی کہا کہ,"He said no, and also told me",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,45.0,00:07:02.120,کیا آپ کی شادی ہو رہی ہے؟,Are you getting married?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,46.0,00:07:04.000,میں کروں گا،,"I would,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,47.0,00:07:11.840,کیا تم مجھ سے شادی کرو گے؟,Will you marry me?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,48.0,00:07:13.640,کیوں؟  کیا,Why?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,49.0,00:07:16.600,آپ کی شادی کا سامان نہیں ہے؟,Aren’t you marriage material?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,50.0,00:07:19.880,احمق آدمی،,"Stupid man,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,51.0,00:07:21.800,میں تمہیں,I will take you straight,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,52.0,00:07:24.880,جیسے ہی ہم وہاں پہنچیں گے،,"As soon as we get there,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,53.0,00:07:28.040,اور، آپ کو ڈالر میں ادائیگی کی جائے گی۔,"And, you’ll be paid in dollars.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,54.0,00:07:32.520,چلو,"Come on, who sacrifices their",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,55.0,00:07:37.040,اوہ۔,Oh.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,56.0,00:07:38.320,پاپا سے کہو کہ مجھے ایک ملین ڈالر کی پیشکش کریں،,"Tell Papa to offer me a million dollars,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,57.0,00:07:43.440,کیا آپ کسی سے محبت کرتے ہیں؟,Do you love someone?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,58.0,00:07:48.000,تم جھوٹ بول رہے ہو نا؟,"You are lying, right?",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,59.0,00:07:50.000,میں تم پر قسم کھاتا ہوں۔,I swear on you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,60.0,00:07:51.680,میں سچ بول رہا ہوں۔,I am speaking the truth.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,61.0,00:07:54.560,یہ کون ہے؟,Who is it?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,62.0,00:07:56.000,مجھے اس کا نام بتائیں۔,Tell me her name.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,63.0,00:07:57.640,ایرر…,Err…,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,64.0,00:08:01.240,پہلے میں آپ کو بتاتا ہوں۔,I’ll tell you first.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,65.0,00:08:04.840,وعدہ۔,Promise.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,66.0,00:08:12.480,دانیہ۔,Dania.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,67.0,00:08:45.840,میرا ہاتھ پکڑو اور مجھے باہر لے جاؤ۔,Hold my hand and walk me out.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,68.0,00:08:50.360,وہ سوچیں گے کہ آپ بہت فرمانبردار ہیں،,"They’ll think you’re being very obedient,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,69.0,00:08:56.320,اور میں سوچوں گا کہ آپ نے مجھے,and I’ll think you’ve given me,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,70.0,00:09:01.440,فکر نہ کریں جناب۔  -,"Don’t worry, sir.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,71.0,00:09:07.760,سلام، جناب.   -,"-Greetings, sir.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,72.0,00:09:22.000,خوش آمدید جناب۔,Welcome sir.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,73.0,00:09:22.720,خوش آمدید جناب۔,Welcome sir.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,74.0,00:09:23.560,خوش آمدید جناب۔,Welcome sir.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,75.0,00:09:25.120,دوبارہ خوش آمدید، جناب۔,"Welcome back, sir.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,76.0,00:09:28.760,شکریہ,Thank you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,77.0,00:09:29.480,شکریہ,Thank you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,78.0,00:09:33.320,ہیلو حمشا۔,Hello Hamsha.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,79.0,00:09:34.440,ہیلو جناب۔,Hello sir.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,80.0,00:09:35.720,شکریہ,Thank you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,81.0,00:09:39.120,ہیلو جناب۔,Hello sir.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,82.0,00:09:40.000,میں اینی ہوں،,"I am Annie,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,83.0,00:09:42.520,اینی،,"Annie,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,84.0,00:09:43.800,تم خوبصورت ہو.,you are gorgeous.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,85.0,00:09:45.280,شکریہ جناب۔,"Thank you, sir.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,86.0,00:09:48.400,خوش آمدید جناب۔,Welcome sir.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,87.0,00:09:49.840,سر، میں آپ کو دوبارہ دیکھ کر بہت خوش ہوں۔,"Sir, I am really happy to see you again.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,88.0,00:09:51.800,شکریہ,Thank you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,89.0,00:09:53.000,شکریہ,Thank you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,90.0,00:10:48.400,خوشخبری خواتین و حضرات۔,Good news ladies and gentlemen.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,91.0,00:10:51.320,وہ یہاں کب آئے گا؟,When will he come here?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,92.0,00:10:53.200,دس منٹ میں بتاؤں گا۔,I will tell you in ten minutes.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,93.0,00:10:54.960,2 بج رہے ہیں۔,It is 2 o’clock.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,94.0,00:10:58.680,نہیں جناب، ملاقات دوپہر کے کھانے سے پہلے ہوگی۔,"No, sir, the meeting will be before lunch.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,95.0,00:11:00.800,پھر 2:30 بجے ہم لنچ کریں گے۔,Then we will have lunch at 2:30 pm.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,96.0,00:11:03.120,نہیں، یہ ٹھیک ہے۔,"No, it is okay.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,97.0,00:11:04.680,ملتے ہیں۔,See you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,98.0,00:11:08.920,وہ غصے سے چلی گئی عمار۔,"She left really angry, Ammar.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,99.0,00:11:11.280,مجھے لگتا ہے کہ وہ آپ کے بارے میں بہت سنجیدہ ہے۔,I think she is very serious about you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,100.0,00:11:14.000,چلو یار،,"Come on, man,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,101.0,00:11:17.440,آپ کو جلد ہی پتہ چل جائے گا۔,You will find out soon.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,102.0,00:11:20.440,مجھے کیا پتہ چلے گا؟,What will I find out?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,103.0,00:11:22.240,میں ایک لڑکی ہوں عمار,"I am a girl, Ammar,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,104.0,00:11:23.680,اور میں دانیہ کی دوست بھی ہوں۔,and I am also Dania’s friend.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,105.0,00:11:25.280,میں آسانی سے پڑھ سکتا ہوں کہ,I can simply read,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,106.0,00:11:28.960,کیا ہو رہا ہے؟,What is going on?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,107.0,00:11:30.360,کہ وہ تم سے پیار کرتی ہے۔,That she loves you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,108.0,00:11:34.040,وہ مجھ سے پیار کرتی ہے تو,"If she loves me,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,109.0,00:11:36.440,اسے خوش ہونا چاہیے۔,She should be happy.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,110.0,00:11:39.520,اگر تم ہاں کہو گے تو,"If you say yes,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,111.0,00:11:42.480,اگر میں دانیہ کو ہاں کہوں گا,"If I say yes to Dania,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,112.0,00:11:45.880,ڈبلیو ایچ او؟,Who?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,113.0,00:11:47.840,جس سے میں پیار کرتا ہوں۔,The one I love.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,114.0,00:11:49.800,ارے کیا تم واقعی کسی اور سے محبت کرتے ہو؟,"Hey, do you really love someone else?",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,115.0,00:11:53.240,میں نے تم پر قسم کھائی ہے۔  میں جھوٹ نہیں بولوں گا۔,I have sworn on you. I will not lie.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,116.0,00:11:58.400,وہ کون ہے؟,Who is she?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,117.0,00:11:59.280,مجھے اس کا نام بتائیں۔,Tell me her name.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,118.0,00:12:00.680,میں نے کہا، میں آپ کو بتاتا ہوں۔,"I said, I will tell you.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,119.0,00:12:02.040,یہ بہت بری بات ہے عمار۔,"This is very bad, Ammar.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,120.0,00:12:03.560,اس کا نام بتانے میں کیا حرج ہے؟,What is the issue in telling her name?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,121.0,00:12:06.080,میں ڈر گیا ہوں یار۔,"I am scared, man.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,122.0,00:12:07.840,وہ واقعی بد اخلاق ہے۔,She is really ill-mannered.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,123.0,00:12:09.760,اوٹ پٹانگ۔,Outspoken.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,124.0,00:12:21.000,اسی لیے میں نے تمہیں صدف کہا۔,"That’s why I called you, Sadaf.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,125.0,00:12:23.840,مجھے آپ کی مدد کی ضرورت ہے۔,I need your help.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,126.0,00:12:29.280,ہممم، کیا,"Hmmm,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,127.0,00:12:30.800,وہ دوست ہے؟,is she a friend?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,128.0,00:12:31.840,بہترین دوست,Best friend.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,129.0,00:12:33.960,پھر اسے,Then she must know,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,130.0,00:12:36.200,ہاں، وہ تھوڑا سا جانتی ہے۔,"Yeah, she knows a little bit.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,131.0,00:12:38.440,کیا وہ ہماری کلاس فیلو ہے؟,Is she our class fellow?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,132.0,00:12:39.640,وہ ہماری کلاس فیلو ہے۔  ہمشہ,She is our class fellow.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,133.0,00:12:41.200,کیا ہمشا ہماری کلاس فیلو ہے؟,Is Hamsha our class fellow?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,134.0,00:12:42.840,وہ ہم سے ایک سال سینئر ہے۔,She is a one-year senior to us.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,135.0,00:12:45.480,میں,Those conversations I used to have,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,136.0,00:12:49.240,تب،,"Back then,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,137.0,00:12:51.200,اس نے جس شخص سے,She had seen the person,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,138.0,00:12:55.560,کیا؟,What?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,139.0,00:13:01.520,ہیلو پاپا.,Hello Papa.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,140.0,00:13:03.040,بچہ، تم کہاں ہو؟,"Child, where are you?",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,141.0,00:13:04.200,پاپا میں کالج آیا ہوں۔,"Papa, I came to college.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,142.0,00:13:06.200,تم اتنی پڑھی لکھی لڑکی ہو...,You’re such an educated girl...,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,143.0,00:13:09.320,...اور تمہیں,...and you don’t even know,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,144.0,00:13:12.160,کیوں؟  کیا ہوا پاپا؟,"Why? What happened, Papa?",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,145.0,00:13:13.760,میں نے آج آپ کو سڑک پار کرتے دیکھا۔,I saw you crossing the road today.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,146.0,00:13:17.040,مطلب، آپ,"Meaning, you just dash",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,147.0,00:13:20.400,اوہ میرے خدا,Oh my God.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,148.0,00:13:22.440,آپ اس وقت کہاں تھے؟,Where were you at that time?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,149.0,00:13:24.000,میں اس کار میں تھا،,"I was in that car,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,150.0,00:13:29.120,مطلب، سراسر شرمندگی سے،,"Meaning, out of sheer embarrassment,",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,151.0,00:13:31.120,میں یہ دعویٰ بھی نہیں کر سکتا کہ,I can’t even claim that,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,152.0,00:13:36.320,آپ کے ساتھ کون تھا؟,Who was with you?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,153.0,00:13:37.600,میں بلال عبداللہ کے ساتھ ان کی گاڑی میں بیٹھا ہوا تھا۔,I was sitting with Bilal Abdullah in his car.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,154.0,00:13:42.240,تم کب واپس جاؤ گے؟,When will you go back?,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,155.0,00:13:43.800,تھوڑی دیر میں۔,In a while.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,156.0,00:13:45.400,اپنے ساتھ کیک لے لو۔,Take a cake with you.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,157.0,00:13:46.920,مجھے واپس آنے میں کچھ وقت لگے گا۔,It will take me some time to come back.,,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,158.0,00:13:49.280,میں لے لوں گا، فکر نہ کرو۔,"I will take it, don’t worry.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,159.0,00:13:51.560,الوداع، پاپا.,"Bye, Papa.",,
Sun Mere Dil,,,,,,,,,https://www.youtube.com/watch?v=nIOy8P92V-c,160.0,00:13:52.880,ٹھیک ہے,Fine.,,
