Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre
Maa Nahi Saas Hoon Mai,00:15:11.120,لیکن،,1,"But,",1,,
Maa Nahi Saas Hoon Mai,00:15:13.480,انہیں کیسے پتہ چلا؟,4,how did they find out?,5,,
Maa Nahi Saas Hoon Mai,00:15:18.080,خالہ مہرین نے کاغذات دیکھے۔,5,Aunt Mehreen saw the documents.,5,,
Maa Nahi Saas Hoon Mai,00:15:36.400,ورنہ عروج کو اندھا کر دیا گیا تھا۔,8,Or else Arooj was blinded.,5,,
Maa Nahi Saas Hoon Mai,00:15:39.800,جذباتی ہونے کی ضرورت نہیں سلمان۔,6,"No need to be emotional, Salman.",6,,
Maa Nahi Saas Hoon Mai,00:15:41.720,یہ,1,This is not the solution,5,,
Maa Nahi Saas Hoon Mai,00:15:43.240,یہ حل ہے بابا۔,4,"This is the solution, dad.",5,,
Maa Nahi Saas Hoon Mai,00:15:44.920,اور اس کا حل یہ ہے کہ ہم انہیں,9,And the solution is that we drag them,8,,
Maa Nahi Saas Hoon Mai,00:15:47.600,اس سے پہلے کہ ہمیں کوئی بڑا نقصان اٹھانا پڑے۔,10,before we face a big loss.,6,,
Maa Nahi Saas Hoon Mai,00:15:49.640,سلمان، دیکھو، یہ…,3,"Salman, look, this…",3,,
Maa Nahi Saas Hoon Mai,00:15:53.560,اس نے میرے منہ پر تھپڑ مارا ہے۔,8,She has slapped me on my face.,7,,
Maa Nahi Saas Hoon Mai,00:15:55.440,کیا؟,1,What?,1,,
Maa Nahi Saas Hoon Mai,00:16:09.040,اس نے میرے بیٹے پر ہاتھ اٹھانے کی ہمت کی۔,10,She dare raise her hand at my son.,8,,
Maa Nahi Saas Hoon Mai,00:16:18.640,میں جا کر اسے اس کی قدر یاد دلاؤں گا۔,10,I will go and remind her of her worth.,9,,
Maa Nahi Saas Hoon Mai,00:16:20.800,رکو، شائستہ، انتظار کرو.,4,"Wait, Shaista, wait.",3,,
Maa Nahi Saas Hoon Mai,00:16:22.600,کچھ بھی کرنے سے پہلے اچھی طرح سوچ لیں۔,9,"Before you do anything, think well.",6,,
Maa Nahi Saas Hoon Mai,00:16:25.440,کچھ سوچنے کی ضرورت نہیں,5,"No need to think anything,",5,,
Maa Nahi Saas Hoon Mai,00:16:33.200,اور نہ ہی آپ کو ڈرنے کی ضرورت ہے۔,9,and neither do you need to be scared.,8,,
Maa Nahi Saas Hoon Mai,00:16:40.400,آخر,1,"After all,",2,,
Maa Nahi Saas Hoon Mai,00:16:42.280,عروج کے پاس اس بات کا کوئی ثبوت نہیں ہے کہ وہ,12,Arooj has no proof that she is,7,,
Maa Nahi Saas Hoon Mai,00:16:45.000,اسی لیے اسے,3,that is why drag her out,6,,
Maa Nahi Saas Hoon Mai,00:16:47.720,بالکل۔,1,Exactly.,1,,
Maa Nahi Saas Hoon Mai,00:16:51.640,سلمان بالکل ٹھیک کہہ رہے ہیں۔,6,Salman is absolutely right.,4,,
Maa Nahi Saas Hoon Mai,00:16:56.840,ہمیں ان سے ڈرنے کی بالکل ضرورت نہیں ہے۔,9,We don’t need to be scared,6,,
Maa Nahi Saas Hoon Mai,00:17:17.760,ہمیں وہ کرنے دو جو ہم کرنا چاہتے ہیں۔,9,Let us do what we want to.,7,,
Maa Nahi Saas Hoon Mai,00:17:21.440,میں اس کا خیال رکھوں گا۔,6,I will take care of her.,6,,
Maa Nahi Saas Hoon Mai,00:17:42.320,تم جھوٹے ہو۔,3,You are a liar.,4,,
Maa Nahi Saas Hoon Mai,00:17:45.200,صرف جھوٹا ہی نہیں،,4,"Not just a liar,",4,,
Maa Nahi Saas Hoon Mai,00:17:46.720,تم جھوٹی محبت بھی ظاہر کرتے ہو۔  عروج,8,you also show fake love.,5,,
Maa Nahi Saas Hoon Mai,00:17:48.720,!,1,Arooj!,1,,
Maa Nahi Saas Hoon Mai,00:17:49.640,اپنی آواز نیچی کرو,4,"Lower your voice,",3,,
Maa Nahi Saas Hoon Mai,00:17:53.480,تم نے مجھ سے جھوٹی محبت کا اظہار کیا۔,9,you showed false love to me.,6,,
Maa Nahi Saas Hoon Mai,00:17:57.200,تم نے ماما سے جھوٹی معافی مانگی،,7,"You made a fake apology to mama,",7,,
Maa Nahi Saas Hoon Mai,00:17:59.680,اور اب…,2,and now…,2,,
Maa Nahi Saas Hoon Mai,00:18:05.600,مجھے یقین ہے کہ آپ,5,I am sure you are lying,6,,
Maa Nahi Saas Hoon Mai,00:18:10.080,آپ نے کیا سوچا؟  ہہ؟,5,What did you think? Huh?,5,,
Maa Nahi Saas Hoon Mai,00:18:11.680,آپ نے کیا سوچا؟,4,What did you think?,4,,
Maa Nahi Saas Hoon Mai,00:18:16.000,میں نے وہ سارے پیپر پڑھے ہیں,7,"I have read all those papers,",6,,
Maa Nahi Saas Hoon Mai,00:18:26.960,آپ کیا کریں گے؟,4,What will you do?,4,,
Maa Nahi Saas Hoon Mai,00:18:30.360,اس دولت کا کیا کرو گے؟,6,What will you do with this wealth?,7,,
Maa Nahi Saas Hoon Mai,00:18:34.720,کیا یہ سب,3,Is all this more precious,5,,
Maa Nahi Saas Hoon Mai,00:19:34.520,کہاں جا رہے ہو؟,4,Where are you going?,4,,
Maa Nahi Saas Hoon Mai,00:19:35.720,بڑی میڈم… کوئی,3,Elder madam…,2,,
Maa Nahi Saas Hoon Mai,00:19:36.920,ضرورت نہیں،,2,"There is no need,",4,,
Maa Nahi Saas Hoon Mai,00:19:39.080,جاؤ واپس رکھ لو۔,4,go keep it back.,4,,
Maa Nahi Saas Hoon Mai,00:19:40.440,لیکن… لیکن,2,But…,1,,
Maa Nahi Saas Hoon Mai,00:19:42.600,کیا تم نے میری بات نہیں سنی؟,7,Did you not hear me?,5,,
Maa Nahi Saas Hoon Mai,00:19:45.160,جاؤ اسے واپس رکھو۔,4,Go keep it back.,4,,
Maa Nahi Saas Hoon Mai,00:19:49.880,اب,1,Now only my orders will be,6,,
Maa Nahi Saas Hoon Mai,00:19:56.960,اگر آپ اس گھر میں کام کرنا چاہتے ہیں تو,10,"If you want to work in this home,",8,,
Maa Nahi Saas Hoon Mai,00:19:59.640,آپ کو,2,then you will have,4,,
Maa Nahi Saas Hoon Mai,00:20:02.280,جاؤ یہاں سے،,3,"Go from here,",3,,
Maa Nahi Saas Hoon Mai,00:20:08.360,کیا بات ہے,3,"What is the matter,",4,,
Maa Nahi Saas Hoon Mai,00:20:13.360,میں تمہاری وجہ سے اسے ڈانٹ رہا ہوں۔,8,I am scolding her,4,,
Maa Nahi Saas Hoon Mai,00:20:16.040,میری وجہ سے؟,3,Because of me?,3,,
Maa Nahi Saas Hoon Mai,00:20:17.280,ہاں تمہاری وجہ سے۔,4,"Yes, because of you.",4,,
Maa Nahi Saas Hoon Mai,00:20:23.320,لیکن فکر نہ کرو،,4,"But don’t worry,",3,,
Maa Nahi Saas Hoon Mai,00:20:27.640,اب اسے,2,now she will not have to get,7,,
Maa Nahi Saas Hoon Mai,00:20:30.880,کیونکہ اب آپ اور آپ کی,6,Because now you and your,5,,
Maa Nahi Saas Hoon Mai,00:20:40.000,کیا؟,1,What?,1,,
Maa Nahi Saas Hoon Mai,00:20:41.840,اتنی معصومانہ حرکتیں نہ کریں۔,5,Don’t act so innocent.,4,,
Maa Nahi Saas Hoon Mai,00:20:43.920,آپ اچھی طرح جانتے ہیں کہ آپ کی,8,You know well what your,5,,
Maa Nahi Saas Hoon Mai,00:20:47.280,عروج نے بھابھی کو کچھ نہیں کیا۔,7,Arooj did nothing sister in law.,6,,
Maa Nahi Saas Hoon Mai,00:20:49.720,سلمان اسے,2,Salman was deceiving her,4,,
Maa Nahi Saas Hoon Mai,00:20:52.160,چپ رہو۔,2,Stay quiet.,2,,
Maa Nahi Saas Hoon Mai,00:20:54.480,تم میرے بیٹے کو دھوکہ دے رہے ہو؟,8,You are calling my son a cheat?,7,,
Maa Nahi Saas Hoon Mai,00:21:00.440,آپ کی بیٹی دھوکہ باز ہے۔  اس پراپرٹی کے لیے,10,Your daughter is the cheater.,5,,
Maa Nahi Saas Hoon Mai,00:21:03.200,یہ سارا کھیل کس نے کھیلا,6,Who played this entire game,5,,
Maa Nahi Saas Hoon Mai,00:21:11.840,لیکن بھابی…,2,But sister in law…,4,,
Maa Nahi Saas Hoon Mai,00:21:14.680,اب آپ کے پاس یا آپ کی بیٹی,8,Now you or your daughter have,6,,
Maa Nahi Saas Hoon Mai,00:21:24.040,تم اور تمہاری بیٹی,4,You and your daughter get out,6,,
Maa Nahi Saas Hoon Mai,00:21:28.760,کیا کہہ رہے ہو؟,4,What are you saying?,4,,
Maa Nahi Saas Hoon Mai,00:21:31.840,میں وہی کہہ رہا ہوں جو تم سن رہے ہو۔,10,I am saying what you hear.,6,,
Maa Nahi Saas Hoon Mai,00:21:35.040,اب جاؤ، اپنی بیٹی کو لے کر,7,"Now go, take your daughter",5,,
Maa Nahi Saas Hoon Mai,00:21:40.200,یاد رکھو، میں,3,"Remember, I am saying",4,,
Maa Nahi Saas Hoon Mai,00:21:43.760,اپنی بیٹی کو لے کر,5,Take your daughter and,4,,
Maa Nahi Saas Hoon Mai,00:21:47.920,مجھے آپ کو یہاں نہیں دیکھنا چاہیے۔,7,I shouldn’t see you here.,5,,
Maa Nahi Saas Hoon Mai,00:22:33.200,ماما،,1,"Mama,",1,,
Maa Nahi Saas Hoon Mai,00:22:40.160,مجھے لگتا ہے کہ آپ کو,6,I feel you shouldn’t have,5,,
Maa Nahi Saas Hoon Mai,00:22:47.600,کیا مطلب ہے عروج؟,4,"What do you mean, Arooj?",5,,
Maa Nahi Saas Hoon Mai,00:22:52.600,یعنی,1,"Meaning,",1,,
Maa Nahi Saas Hoon Mai,00:22:55.320,وہ کچھ بھی کہہ اور کر سکتا ہے۔,8,he can say and do anything.,6,,
Maa Nahi Saas Hoon Mai,00:22:59.360,آپ کہنا کیا چاہتے ہیں؟,5,What do you want to say?,6,,
Maa Nahi Saas Hoon Mai,00:23:04.880,میں جانتا ہوں کہ تم سلمان سے بہت پیار کرتے ہو۔,11,I know you love Salman a lot.,7,,
Maa Nahi Saas Hoon Mai,00:23:14.840,لیکن، اس سے اتنی توقعات نہ رکھیں,7,"But, don’t have so many",5,,
Maa Nahi Saas Hoon Mai,00:23:19.000,کہ آپ کو دکھ ہو۔,5,that you feel sorrow.,4,,
Maa Nahi Saas Hoon Mai,00:24:24.680,سلمان،,1,"Salman,",1,,
Maa Nahi Saas Hoon Mai,00:24:26.120,کیا آپ کو دستاویزات مل گئیں؟,6,did you find the documents?,5,,
Maa Nahi Saas Hoon Mai,00:24:28.600,نہیں، میں نے پورا گھر تلاش کیا۔,7,"No, I searched the whole home.",6,,
Maa Nahi Saas Hoon Mai,00:24:32.400,ویسے سلمان،,2,"By the way, Salman,",4,,
Maa Nahi Saas Hoon Mai,00:24:34.760,آپ,1,when will you start working,5,,
Maa Nahi Saas Hoon Mai,00:24:39.640,عروج تم آج ہی سائن کر دو میں,8,"Arooj, you sign it today,",5,,
Maa Nahi Saas Hoon Mai,00:24:47.920,ہاں، تو مجھے فائل دے دو،,6,"Yes, so give me the file,",6,,
Maa Nahi Saas Hoon Mai,00:24:51.200,میں اسے تلاش کرنے سے قاصر ہوں۔  میں,8,I am unable to find it. I searching,8,,
Maa Nahi Saas Hoon Mai,00:24:54.840,اوہ۔,1,Oh.,1,,
Maa Nahi Saas Hoon Mai,00:24:56.640,یہ مجھے یاد دلاتا ہے کہ,6,"That reminds me,",3,,
Maa Nahi Saas Hoon Mai,00:24:58.560,جب میں کاغذات پر دستخط کر رہا تھا,8,when I was signing the documents,6,,
Maa Nahi Saas Hoon Mai,00:25:03.800,تو مجھے لگا کہ میں نے کاغذات,7,then I felt that I took the documents,8,,
Maa Nahi Saas Hoon Mai,00:25:08.400,ہو سکتا ہے، لیکن مجھے یقین نہیں ہے۔,8,"Maybe, but I am not sure.",6,,
Maa Nahi Saas Hoon Mai,00:25:10.840,تو، میں ایک کام کروں گا،,6,"So, I will do one thing,",6,,
Maa Nahi Saas Hoon Mai,00:25:13.160,تم انتظار کرو۔,3,You wait.,2,,
Maa Nahi Saas Hoon Mai,00:25:15.640,میں لے آؤں گا۔,4,I will bring it.,4,,
Maa Nahi Saas Hoon Mai,00:25:42.960,شکریہ، عروج۔,2,"Thank you, Arooj.",3,,
Maa Nahi Saas Hoon Mai,00:25:47.360,میں جانتا ہوں، ماں اور باپ آپ کو پسند نہیں کرتے۔,11,"I know, mom and dad don’t like you.",8,,
Maa Nahi Saas Hoon Mai,00:25:51.160,لیکن میں تمہیں اور خالہ مہرین کو,7,But I will give you and aunt Mehreen,8,,
Maa Nahi Saas Hoon Mai,00:25:58.080,اور آپ کی بیٹی؟,4,and your daughter?,3,,
Maa Nahi Saas Hoon Mai,00:26:01.560,کیا یہ بھی کوئی پوچھنے والی چیز ہے؟,8,Is this even something to ask?,6,,
Maa Nahi Saas Hoon Mai,00:26:04.520,میں اس کے لیے اپنی جان دے دوں گا۔,9,I will give my life for her.,7,,
Maa Nahi Saas Hoon Mai,00:27:28.720,میں تمہاری وجہ سے اسے ڈانٹ رہا ہوں۔,8,I am scolding her because of you.,7,,
Maa Nahi Saas Hoon Mai,00:27:31.320,میری وجہ سے؟,3,Because of me?,3,,
Maa Nahi Saas Hoon Mai,00:27:32.600,ہاں تمہاری وجہ سے۔,4,"Yes, because of you.",4,,
Maa Nahi Saas Hoon Mai,00:27:35.280,لیکن فکر نہ کرو،,4,"But don’t worry,",3,,
Maa Nahi Saas Hoon Mai,00:27:39.240,اب اسے,2,now she will not have to get,7,,
