Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,18.0,00:01:25.600,Otherwise a lot of people from different,Otherwise a lot of people from different
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,19.0,00:01:29.720,"So, Mr. Hassam, first of all tell me;","So, Mr. Hassam, first of all tell me;"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,20.0,00:01:35.310,that you're nominated as Businessman of,that you're nominated as Businessman of the Year
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,21.0,00:01:41.780,And all the people nominated with you,And all the people nominated with you
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,22.0,00:01:48.460,Meaning the place people spend,Meaning the place people spend
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,23.0,00:01:54.030,you got to that place at such a young age,you got to that place at such a young age
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,24.0,00:02:00.300,Quickly and easily?,Quickly and easily?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,25.0,00:02:02.350,"Aima! Aima, what are you saying?","Aima!  Aima, what are you saying?"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,26.0,00:02:06.370,"Yes, I know this time is difficult for us,","Yes, I know this time is difficult for us,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,27.0,00:02:12.660,Just once.,Just once.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,28.0,00:02:14.190,"Once my software gets approved,","Once my software gets approved,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,29.0,00:02:20.240,And I really wanted to do something big,And I really wanted to do something big
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,30.0,00:02:23.410,"All the papers are ready,","All the papers are ready,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,31.0,00:02:26.680,You know what?,You know what?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,32.0,00:02:28.260,"Aima, it will not only be my achievement,","Aima, it will not only be my achievement,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,33.0,00:02:31.110,it will be an achievement,it will be an achievement
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,34.0,00:02:33.080,"And you must remember,","And you must remember,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,35.0,00:02:36.640,I'm sick and tired of hearing this.,I'm sick and tired of hearing this.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,36.0,00:02:40.730,It's been 13 years...,It's been 13 years...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,37.0,00:02:43.310,since I've been spending this push,since I've been spending this push
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,38.0,00:02:45.690,How much more should I tolerate?,How much more should I tolerate?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,39.0,00:02:48.840,"I know, I know.","I know, I know."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,40.0,00:02:50.820,"But now that you've spent so much time,","But now that you've spent so much time,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,41.0,00:02:55.580,Just a few more days.,Just a few more days.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,42.0,00:02:59.530,You're a very selfish man.,You are a very selfish man.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,43.0,00:03:02.400,Does it suit you,Does it suit you
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,44.0,00:03:07.390,Look. If...,Look.  If...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,45.0,00:03:11.830,13 years! It's been 13 years,13 years!  It's been 13 years
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,46.0,00:03:15.490,For how much longer am I,For how much longer am I
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,47.0,00:03:19.620,I am also human.,I am also human.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,48.0,00:03:21.580,I have seen myself a,I have seen myself
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,49.0,00:03:27.490,Why can't you let this obsession go?,Why can't you let this obsession go?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,50.0,00:03:29.770,Why don't you go work somewhere,Why don't you go work somewhere
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,51.0,00:03:32.340,Why are you always fired with the,Why are you always fired for
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,52.0,00:03:37.310,Because I want to do,Because I want to do
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,53.0,00:03:39.690,This is why I don't like this 9-5 job!,This is why I don't like this 9-5 job!
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,54.0,00:03:45.460,Arguing with you is pointless.,Arguing with you is pointless.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,55.0,00:03:55.420,"Come, finish your breakfast","Come, finish your breakfast"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,56.0,00:03:58.780,I'll drop you to school then.,I'll drop you to school then.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,57.0,00:04:00.770,"Daddy, what were you fighting about today?","Daddy, what were you fighting about today?"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,58.0,00:04:05.500,"No, we weren't fighting, man.","No, we weren't fighting, man."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,59.0,00:04:09.950,"Child, you don't worry. All right?","Child, don't worry.  All right?"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,60.0,00:04:12.720,"Okay, come on, finish your breakfast.","Okay, come on, finish your breakfast."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,61.0,00:04:36.690,You didn't go to the office?,You didn't go to the office?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,62.0,00:04:40.590,"Actually, I had something to do,","Actually, I had something to do,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,63.0,00:04:46.360,"You lost your job again, right?","You lost your job again, right?"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,64.0,00:04:49.160,I knew it.,I knew it.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,65.0,00:04:51.280,"As per usual, you were going to","As usual, you were going to"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,66.0,00:04:56.760,You... you don't worry.,You... you don't worry.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,67.0,00:04:58.840,I'll apply today. There are a lot of,I'll apply today.  There are a lot of
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,68.0,00:05:01.950,"Yeah, yeah.","Yeah, yeah."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,69.0,00:05:04.350,All the companies in the world are waiting,All the companies in the world are waiting
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,70.0,00:05:10.750,Make these excuses to those...,Make these excuses to those...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,71.0,00:05:13.800,that don't know you.,that don't know you.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,72.0,00:05:17.440,I know you really well.,I know you really well.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,73.0,00:05:36.510,This is the electricity bill.,This is the electricity bill.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,74.0,00:05:38.460,It hasn't been paid for 3 months.,It hasn't been paid for 3 months.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,75.0,00:05:40.420,"If you don't pay it this time,","If you don't pay it this time,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,76.0,00:05:47.330,I'll manage. Something--,I'll manage.  Something--
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,77.0,00:05:52.010,Manage?,Manage?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,78.0,00:05:54.670,"Okay, fine then. Manage one more thing.","Okay, fine then.  Manage one more thing."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,79.0,00:05:58.220,This is Hassam's school voucher.,This is Hassam's school voucher.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,80.0,00:06:02.780,"If you don't pay his fee,","If you don't pay his fee,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,81.0,00:06:05.720,then they'll expel our son from the school.,then they'll expel our son from the school.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,82.0,00:06:11.520,You want to embarrass me?,You want to embarrass me?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,83.0,00:06:15.020,Why would I embarrass you?,Why would I embarrass you?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,84.0,00:06:19.320,"You like managing things, right?","You like managing things, right?"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,85.0,00:06:24.760,"Mr. Zohaib, manage one more thing.","Mr. Zohaib, manage one more thing."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,86.0,00:06:28.460,The land lord also called.,The land lord also called.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,87.0,00:06:31.780,Prepare to evacuate the house.,Prepare to evacuate the house.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,88.0,00:06:41.600,You seem to be in a bad mood.,You seem to be in a bad mood.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,89.0,00:06:43.740,Did the interview not go well?,Did the interview not go well?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,90.0,00:06:45.600,I'm tired to listening to these employees.,I'm tired of listening to these employees.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,91.0,00:06:48.730,When I go for an interview,When I go for an interview
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,92.0,00:06:51.190,so they show their interest as if...,so they show their interest as if...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,93.0,00:06:54.960,"""Sir, you'll get the call tomorrow.","""Sir, you'll get the call tomorrow."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,94.0,00:06:57.580,"And after that, please keep waiting.","And after that, please keep waiting."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,95.0,00:07:01.170,Nobody talks. They don't even bother,Nobody talks.  They don't even bother
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,96.0,00:07:07.320,I say forget about this project.,I say forget about this project.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,97.0,00:07:11.870,"What are you talking about, man?","What are you talking about, man?"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,98.0,00:07:13.850,Am I crazy to spend my whole,Am I crazy to spend my whole
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,99.0,00:07:18.860,"Bhai, I have some responsibilities.","Brother, I have some responsibilities."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,100.0,00:07:23.320,I want to do something for this country,I want to do something for this country
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,101.0,00:07:26.980,Tell me something.,Tell me something.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,102.0,00:07:28.490,What did you get after struggling,What did you get after struggling
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,103.0,00:07:31.700,"You were empty handed yesterday,","You were empty handed yesterday,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,104.0,00:07:35.130,"Look, don't mind what I'm saying.","Look, don't mind what I'm saying."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,105.0,00:07:39.810,Mere plans can't fill your stomach,Mere plans cannot fill your stomach
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,106.0,00:07:46.240,"Yeah, this is why.","Yeah, this is why."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,107.0,00:07:47.830,"This is why, Bhai, I do these small jobs","This is why, Bhai, I do these small jobs"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,108.0,00:07:53.050,"Yeah, right you work.","Yeah, right you work."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,109.0,00:07:58.540,And you told me so yourself how Bhabi,And you told me so yourself how Bhabi
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,110.0,00:08:04.270,No one's being selfish except you.,No one's being selfish except you.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,111.0,00:08:08.350,You're not letting go of your obsession,You're not letting go of your obsession
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,112.0,00:08:12.990,Whether it's Bhabi or your child.,Whether it's Bhabi or your child.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,113.0,00:08:15.870,"Look, think about what I've said","Look, think about what I've said"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,114.0,00:08:24.510,I got one more. It's very dark here.,I got one more.  It's very dark here.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,115.0,00:08:33.540,I want a divorce.,I want a divorce.  Did
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,116.0,00:08:42.210,Did you hear?,you hear?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,117.0,00:08:45.390,Yeah...,Yeah...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,118.0,00:08:48.080,"Yes, I heard you.","Yes, I heard you."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,119.0,00:08:50.860,I'm sick of daily arguments and fights.,I'm sick of daily arguments and fights.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,120.0,00:08:56.880,It's better for us to go our separate ways.,It's better for us to go our separate ways.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,121.0,00:09:00.730,"Aima, do you realize you...","Aima, do you realize you..."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,122.0,00:09:03.560,What are you saying?,What are you saying?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,123.0,00:09:08.180,"Anyway, that...","Anyway, that..."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,124.0,00:09:10.620,I... I-- Tomorrow...,I... I-- Tomorrow...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,125.0,00:09:13.620,I'll look for a job.,I'll look for a job.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,126.0,00:09:17.250,"Whatever kind of job I'll find, I'll do it.","Whatever kind of job I'll find, I'll do it."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,127.0,00:09:20.300,"And I'll forget I wanted to do something,","And I'll forget I wanted to do something, that I"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,128.0,00:09:25.230,"- I promise you, I--","- I promise you, I--"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,129.0,00:09:30.080,I've thought a lot,I've thought a lot
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,130.0,00:09:34.780,I won't change my decision now.,I won't change my decision now.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,131.0,00:09:37.620,"Aima, don't say these things.","Aima, don't say these things."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,132.0,00:09:40.710,You tell me yourself. How are Hassam and I,You tell me yourself.  How are Hassam and I
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,133.0,00:09:44.250,We have no one apart from you.,We have no one apart from you.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,134.0,00:09:46.270,Will you be able to live,Will you be able to live
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,135.0,00:09:49.060,don't take an extreme step,don't take an extreme step
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,136.0,00:09:55.460,It took a lot for me,It took a lot for me
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,137.0,00:10:01.720,It is difficult for a mother,It is difficult for a mother
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,138.0,00:10:09.420,But you've forced me.,But you've forced me.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,139.0,00:10:16.620,I can't live with you anymore.,I can't live with you anymore.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,140.0,00:10:23.830,Hassam will come back,Hassam will come back
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,141.0,00:10:28.810,and I'll this house and go.,and I'll leave this house and go.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,142.0,00:10:32.280,"Aima, I'm asking you. If you say so,","Aima, I'm asking you.  If you say so,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,143.0,00:10:36.520,You'll leave the,You'll leave the
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,144.0,00:10:38.460,"Did you think, for once,","Did you think, for once,"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,145.0,00:10:42.370,And what...,And what...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,146.0,00:10:44.970,What answer will I give when he asks,What answer will I give when he asks
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,147.0,00:10:54.670,Answer me.,Answer me.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,148.0,00:10:58.120,- How can you be so cold hearted?,- How can you be so cold-hearted?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,149.0,00:11:03.070,Because of you...,Because of you...
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,150.0,00:11:04.820,Because of you my heart has turned,Because of you my heart has turned into
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,151.0,00:11:08.320,You don't even care.,You don't even care.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,152.0,00:11:11.680,"Okay, don't talk like that.","Okay, don't talk like that."
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,153.0,00:11:14.560,I am promising that I will start searching,I am promising that I will start searching
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,154.0,00:11:19.140,"I am ready to do a job, I--","I am ready to do a job, I--"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,155.0,00:11:24.880,I don't have any trust in your promises,I don't have any trust in your promises
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,156.0,00:11:28.830,You've broken these promises,You've broken these promises
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,157.0,00:11:32.200,What has happened to you?,What has happened to you?
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,158.0,00:11:35.890,Leave my hand.,Leave my hand.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,159.0,00:11:37.600,"The truth is you're a useless, failed","The truth is you're a useless, failed"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,160.0,00:11:42.410,who doesn't see anything besides himself.,who doesn't see anything besides himself.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,161.0,00:11:47.280,You were neither a good husband,You were neither a good husband
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,162.0,00:11:49.540,"Okay, enough!","Okay, enough!"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,163.0,00:12:00.410,I'm sorry.,I'm sorry.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,164.0,00:12:02.360,I should not behave like this with you.,I shouldn't behave like this with you.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,165.0,00:12:06.110,"But what do I do, Aima?","But what do I do, Aima?"
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,166.0,00:12:08.160,What you're saying is unbearable for me.,What you're saying is unbearable for me.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,167.0,00:12:12.250,Don't do this.,Don't do this.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,168.0,00:12:14.700,Please don't do this.,Please don't do this.
Me Kahani Hun S1,,,,,,,,,https://www.youtube.com/watch?v=a3MCTqqp4F0,169.0,00:12:17.800,All my life I'll have this guilt...,All my life I'll have this guilt...
